Year,Dates,Documents,Links,StartDate,EndDate,DummyMeeting,Name,Group,Class,Size,FileType,Comments
1976,March 15-16 Meeting - 1976,"Record of Policy Actions (429 KB PDF)",/monetarypolicy/files/fomcropa19760316.pdf,15-Mar-1976,16-Mar-1976,1,Record of Policy Actions,Minutes,Meeting Summary,429 KB ,PDF,""
1976,March 15-16 Meeting - 1976,"Minutes of Actions (810 KB PDF)",/monetarypolicy/files/fomcmoa19760316.pdf,15-Mar-1976,16-Mar-1976,1,Minutes of Actions,Minutes,Meeting Summary,810 KB PDF,PDF,""
1976,March 15-16 Meeting - 1976,"Memoranda of Discussion (4.48 MB PDF)",/monetarypolicy/files/fomcmod19760316.pdf,15-Mar-1976,16-Mar-1976,1,Memoranda of Discussion,Minutes,Meeting Summary,4.48 MB PDF,PDF,""
1976,March 29 Meeting - 1976,"Agenda (36 KB PDF)",/monetarypolicy/files/FOMC19760329Agenda.pdf,29-Mar-1976,29-Mar-1976,1,Agenda,Agenda,Agenda,36 KB ,PDF,""
1976,March 29 Meeting - 1976,"Record of Policy Actions: see April 20, 1976 Record",,29-Mar-1976,29-Mar-1976,1,Record of Policy Actions,Minutes,Meeting Summary,NA,PDF," see April 20, 1976 Record"
1976,March 29 Meeting - 1976,"Transcript (375 KB PDF)",/monetarypolicy/files/FOMC19760329meeting.pdf,29-Mar-1976,29-Mar-1976,1,Transcript,Transcript,Transcript,375 KB ,PDF,""
1976,March 29 Meeting - 1976,"Presentation materials (563 KB PDF)",/monetarypolicy/files/FOMC19760329material.pdf,29-Mar-1976,29-Mar-1976,1,Presentation materials,Transcript,Transcript,563 KB ,PDF,""
1976,April 20 Meeting - 1976,"Redbook (1.13 MB PDF)",/monetarypolicy/files/fomc19760420redbook19760414.pdf,20-Apr-1976,20-Apr-1976,1,Redbook,Beige Book,Economic Information,1.13 MB ,PDF,""
1976,April 20 Meeting - 1976,"Greenbook:

                Part 1 (807 KB PDF)",/monetarypolicy/files/FOMC19760420gbpt119760414.pdf,20-Apr-1976,20-Apr-1976,1,Part 1,Greenbook,Economic Information,807 KB ,PDF,""
1976,April 20 Meeting - 1976,"Greenbook:

                Part 2 (2.22 MB PDF)",/monetarypolicy/files/FOMC19760420gbpt219760414.pdf,20-Apr-1976,20-Apr-1976,1,Part 2,Greenbook,Economic Information,2.22 MB ,PDF,""
1976,April 20 Meeting - 1976,"Greenbook:

                Supplement (473 KB PDF)",/monetarypolicy/files/FOMC19760420gbsup19760416.pdf,20-Apr-1976,20-Apr-1976,1,Supplement,Greenbook,Economic Information,473 KB ,PDF,""
1976,April 20 Meeting - 1976,"Bluebook (0.98 MB PDF)",/monetarypolicy/files/FOMC19760420bluebook19760416.pdf,20-Apr-1976,20-Apr-1976,1,Bluebook,Bluebook,Economic Information,0.98 MB ,PDF,""
1976,April 20 Meeting - 1976,"Agenda (77 KB PDF)",/monetarypolicy/files/FOMC19760420Agenda.pdf,20-Apr-1976,20-Apr-1976,1,Agenda,Agenda,Agenda,77 KB ,PDF,""
1976,April 20 Meeting - 1976,"Record of Policy Actions (579 KB PDF)",/monetarypolicy/files/fomcropa19760420.pdf,20-Apr-1976,20-Apr-1976,1,Record of Policy Actions,Minutes,Meeting Summary,579 KB ,PDF,""
1976,April 20 Meeting - 1976,"Minutes of Actions (151 KB PDF)",/monetarypolicy/files/fomcmoa19760420.pdf,20-Apr-1976,20-Apr-1976,1,Minutes of Actions,Minutes,Meeting Summary,151 KB PDF,PDF,""
1976,April 20 Meeting - 1976,"Transcript (564 KB PDF)",/monetarypolicy/files/FOMC19760420meeting.pdf,20-Apr-1976,20-Apr-1976,1,Transcript,Transcript,Transcript,564 KB ,PDF,""
1976,May 18 Meeting - 1976,"Redbook (1.26 MB PDF)",/monetarypolicy/files/fomc19760518redbook19760512.pdf,18-May-1976,18-May-1976,1,Redbook,Beige Book,Economic Information,1.26 MB ,PDF,""
1976,May 18 Meeting - 1976,"Greenbook:

                Part 1 (1.15 MB PDF)",/monetarypolicy/files/FOMC19760518gbpt119760512.pdf,18-May-1976,18-May-1976,1,Part 1,Greenbook,Economic Information,1.15 MB ,PDF,""
1976,May 18 Meeting - 1976,"Greenbook:

                Part 2 (2.1 MB PDF)",/monetarypolicy/files/FOMC19760518gbpt219760512.pdf,18-May-1976,18-May-1976,1,Part 2,Greenbook,Economic Information,2.1 MB ,PDF,""
1976,May 18 Meeting - 1976,"Greenbook:

                Supplement (236 KB PDF)",/monetarypolicy/files/FOMC19760518gbsup19760514.pdf,18-May-1976,18-May-1976,1,Supplement,Greenbook,Economic Information,236 KB ,PDF,""
1976,May 18 Meeting - 1976,"Bluebook (1.09 MB PDF)",/monetarypolicy/files/FOMC19760518bluebook19760514.pdf,18-May-1976,18-May-1976,1,Bluebook,Bluebook,Economic Information,1.09 MB ,PDF,""
1976,May 18 Meeting - 1976,"Agenda (79 KB PDF)",/monetarypolicy/files/FOMC19760518Agenda.pdf,18-May-1976,18-May-1976,1,Agenda,Agenda,Agenda,79 KB ,PDF,""
1976,May 18 Meeting - 1976,"Record of Policy Actions (731 KB PDF)",/monetarypolicy/files/fomcropa19760518.pdf,18-May-1976,18-May-1976,1,Record of Policy Actions,Minutes,Meeting Summary,731 KB ,PDF,""
1976,May 18 Meeting - 1976,"Minutes of Actions (188 KB PDF)",/monetarypolicy/files/fomcmoa19760518.pdf,18-May-1976,18-May-1976,1,Minutes of Actions,Minutes,Meeting Summary,188 KB PDF,PDF,""
1976,May 18 Meeting - 1976,"Transcript (515 KB PDF)",/monetarypolicy/files/FOMC19760518meeting.pdf,18-May-1976,18-May-1976,1,Transcript,Transcript,Transcript,515 KB ,PDF,""
1976,May 18 Meeting - 1976,"Presentation materials (375 KB PDF)",/monetarypolicy/files/FOMC19760518material.pdf,18-May-1976,18-May-1976,1,Presentation materials,Transcript,Transcript,375 KB ,PDF,""
1976,June 22 Meeting - 1976,"Redbook (1.23 MB PDF)",/monetarypolicy/files/fomc19760622redbook19760616.pdf,22-Jun-1976,22-Jun-1976,1,Redbook,Beige Book,Economic Information,1.23 MB ,PDF,""
1976,June 22 Meeting - 1976,"Greenbook:

                Part 1 (769 KB PDF)",/monetarypolicy/files/FOMC19760622gbpt119760616.pdf,22-Jun-1976,22-Jun-1976,1,Part 1,Greenbook,Economic Information,769 KB ,PDF,""
1976,June 22 Meeting - 1976,"Greenbook:

                Part 2 (2.19 MB PDF)",/monetarypolicy/files/FOMC19760622gbpt219760616.pdf,22-Jun-1976,22-Jun-1976,1,Part 2,Greenbook,Economic Information,2.19 MB ,PDF,""
1976,June 22 Meeting - 1976,"Greenbook:

                Supplement (743 KB PDF)",/monetarypolicy/files/FOMC19760622gbsup19760618.pdf,22-Jun-1976,22-Jun-1976,1,Supplement,Greenbook,Economic Information,743 KB ,PDF,""
1976,June 22 Meeting - 1976,"Bluebook (0.99 MB PDF)",/monetarypolicy/files/FOMC19760622bluebook19760618.pdf,22-Jun-1976,22-Jun-1976,1,Bluebook,Bluebook,Economic Information,0.99 MB ,PDF,""
1976,June 22 Meeting - 1976,"Agenda (86 KB PDF)",/monetarypolicy/files/FOMC19760622Agenda.pdf,22-Jun-1976,22-Jun-1976,1,Agenda,Agenda,Agenda,86 KB ,PDF,""
1976,June 22 Meeting - 1976,"Record of Policy Actions (686 KB PDF)",/monetarypolicy/files/fomcropa19760622.pdf,22-Jun-1976,22-Jun-1976,1,Record of Policy Actions,Minutes,Meeting Summary,686 KB ,PDF,""
1976,June 22 Meeting - 1976,"Minutes of Actions (203 KB PDF)",/monetarypolicy/files/fomcmoa19760622.pdf,22-Jun-1976,22-Jun-1976,1,Minutes of Actions,Minutes,Meeting Summary,203 KB PDF,PDF,""
1976,June 22 Meeting - 1976,"Transcript (483 KB PDF)",/monetarypolicy/files/FOMC19760622meeting.pdf,22-Jun-1976,22-Jun-1976,1,Transcript,Transcript,Transcript,483 KB ,PDF,""
1976,July 19-20 Meeting - 1976,"Redbook (1.11 MB PDF)",/monetarypolicy/files/fomc19760719redbook19760714.pdf,19-Jul-1976,20-Jul-1976,1,Redbook,Beige Book,Economic Information,1.11 MB ,PDF,""
1976,July 19-20 Meeting - 1976,"Greenbook:

                Part 1 (792 KB PDF)",/monetarypolicy/files/FOMC19760720gbpt119760714.pdf,19-Jul-1976,20-Jul-1976,1,Part 1,Greenbook,Economic Information,792 KB ,PDF,""
1976,July 19-20 Meeting - 1976,"Greenbook:

                Part 2 (2.09 MB PDF)",/monetarypolicy/files/FOMC19760720gbpt219760714.pdf,19-Jul-1976,20-Jul-1976,1,Part 2,Greenbook,Economic Information,2.09 MB ,PDF,""
1976,July 19-20 Meeting - 1976,"Greenbook:

                Supplement (845 KB PDF)",/monetarypolicy/files/FOMC19760720gbsup19760716.pdf,19-Jul-1976,20-Jul-1976,1,Supplement,Greenbook,Economic Information,845 KB ,PDF,""
1976,July 19-20 Meeting - 1976,"Bluebook (1.04 MB PDF)",/monetarypolicy/files/FOMC19760720bluebook19760716.pdf,19-Jul-1976,20-Jul-1976,1,Bluebook,Bluebook,Economic Information,1.04 MB ,PDF,""
1976,July 19-20 Meeting - 1976,"Agenda (95 KB PDF)",/monetarypolicy/files/FOMC19760720Agenda.pdf,19-Jul-1976,20-Jul-1976,1,Agenda,Agenda,Agenda,95 KB ,PDF,""
1976,July 19-20 Meeting - 1976,"Record of Policy Actions (856 KB PDF)",/monetarypolicy/files/fomcropa19760720.pdf,19-Jul-1976,20-Jul-1976,1,Record of Policy Actions,Minutes,Meeting Summary,856 KB ,PDF,""
1976,July 19-20 Meeting - 1976,"Minutes of Actions (168 KB PDF)",/monetarypolicy/files/fomcmoa19760720.pdf,19-Jul-1976,20-Jul-1976,1,Minutes of Actions,Minutes,Meeting Summary,168 KB PDF,PDF,""
1976,July 19-20 Meeting - 1976,"Transcript (555 KB PDF)",/monetarypolicy/files/FOMC19760720meeting.pdf,19-Jul-1976,20-Jul-1976,1,Transcript,Transcript,Transcript,555 KB ,PDF,""
1976,August 17 Meeting - 1976,"Redbook (1.16 MB PDF)",/monetarypolicy/files/fomc19760817redbook19760811.pdf,17-Aug-1976,17-Aug-1976,1,Redbook,Beige Book,Economic Information,1.16 MB ,PDF,""
1976,August 17 Meeting - 1976,"Greenbook:

                Part 1 (697 KB PDF)",/monetarypolicy/files/FOMC19760817gbpt119760811.pdf,17-Aug-1976,17-Aug-1976,1,Part 1,Greenbook,Economic Information,697 KB ,PDF,""
1976,August 17 Meeting - 1976,"Greenbook:

                Part 2 (2.31 MB PDF)",/monetarypolicy/files/FOMC19760817gbpt219760811.pdf,17-Aug-1976,17-Aug-1976,1,Part 2,Greenbook,Economic Information,2.31 MB ,PDF,""
1976,August 17 Meeting - 1976,"Greenbook:

                Supplement (273 KB PDF)",/monetarypolicy/files/FOMC19760817gbsup19760813.pdf,17-Aug-1976,17-Aug-1976,1,Supplement,Greenbook,Economic Information,273 KB ,PDF,""
1976,August 17 Meeting - 1976,"Bluebook (0.99 MB PDF)",/monetarypolicy/files/FOMC19760817bluebook19760813.pdf,17-Aug-1976,17-Aug-1976,1,Bluebook,Bluebook,Economic Information,0.99 MB ,PDF,""
1976,August 17 Meeting - 1976,"Agenda (76 KB PDF)",/monetarypolicy/files/FOMC19760817Agenda.pdf,17-Aug-1976,17-Aug-1976,1,Agenda,Agenda,Agenda,76 KB ,PDF,""
1976,August 17 Meeting - 1976,"Record of Policy Actions (777 KB PDF)",/monetarypolicy/files/fomcropa19760817.pdf,17-Aug-1976,17-Aug-1976,1,Record of Policy Actions,Minutes,Meeting Summary,777 KB ,PDF,""
1976,August 17 Meeting - 1976,"Minutes of Actions (143 KB PDF)",/monetarypolicy/files/fomcmoa19760817.pdf,17-Aug-1976,17-Aug-1976,1,Minutes of Actions,Minutes,Meeting Summary,143 KB PDF,PDF,""
1976,August 17 Meeting - 1976,"Transcript (425 KB PDF)",/monetarypolicy/files/FOMC19760817meeting.pdf,17-Aug-1976,17-Aug-1976,1,Transcript,Transcript,Transcript,425 KB ,PDF,""
1976,August 17 Meeting - 1976,"Presentation materials (403 KB PDF)",/monetarypolicy/files/FOMC19760817material.pdf,17-Aug-1976,17-Aug-1976,1,Presentation materials,Transcript,Transcript,403 KB ,PDF,""
1976,September 21 Meeting - 1976,"Redbook (1.11 MB PDF)",/monetarypolicy/files/fomc19760921redbook19760915.pdf,21-Sep-1976,21-Sep-1976,1,Redbook,Beige Book,Economic Information,1.11 MB ,PDF,""
1976,September 21 Meeting - 1976,"Greenbook:

                Part 1 (847 KB PDF)",/monetarypolicy/files/FOMC19760921gbpt119760915.pdf,21-Sep-1976,21-Sep-1976,1,Part 1,Greenbook,Economic Information,847 KB ,PDF,""
1976,September 21 Meeting - 1976,"Greenbook:

                Part 2 (2.06 MB PDF)",/monetarypolicy/files/FOMC19760921gbpt219760915.pdf,21-Sep-1976,21-Sep-1976,1,Part 2,Greenbook,Economic Information,2.06 MB ,PDF,""
1976,September 21 Meeting - 1976,"Greenbook:

                Supplement (631 KB PDF)",/monetarypolicy/files/FOMC19760921gbsup19760917.pdf,21-Sep-1976,21-Sep-1976,1,Supplement,Greenbook,Economic Information,631 KB ,PDF,""
1976,September 21 Meeting - 1976,"Bluebook (962 KB PDF)",/monetarypolicy/files/FOMC19760921bluebook19760917.pdf,21-Sep-1976,21-Sep-1976,1,Bluebook,Bluebook,Economic Information,962 KB ,PDF,""
1976,September 21 Meeting - 1976,"Agenda (76 KB PDF)",/monetarypolicy/files/FOMC19760921Agenda.pdf,21-Sep-1976,21-Sep-1976,1,Agenda,Agenda,Agenda,76 KB ,PDF,""
1976,September 21 Meeting - 1976,"Record of Policy Actions (799 KB PDF)",/monetarypolicy/files/fomcropa19760921.pdf,21-Sep-1976,21-Sep-1976,1,Record of Policy Actions,Minutes,Meeting Summary,799 KB ,PDF,""
1976,September 21 Meeting - 1976,"Minutes of Actions (160 KB PDF)",/monetarypolicy/files/fomcmoa19760921.pdf,21-Sep-1976,21-Sep-1976,1,Minutes of Actions,Minutes,Meeting Summary,160 KB PDF,PDF,""
1976,September 21 Meeting - 1976,"Transcript (462 KB PDF)",/monetarypolicy/files/FOMC19760921meeting.pdf,21-Sep-1976,21-Sep-1976,1,Transcript,Transcript,Transcript,462 KB ,PDF,""
1976,September 21 Meeting - 1976,"Presentation materials (346 KB PDF)",/monetarypolicy/files/FOMC19760921material.pdf,21-Sep-1976,21-Sep-1976,1,Presentation materials,Transcript,Transcript,346 KB ,PDF,""
1976,October 19 Meeting - 1976,"Redbook (1.34 MB PDF)",/monetarypolicy/files/fomc19761019redbook19761013.pdf,19-Oct-1976,19-Oct-1976,1,Redbook,Beige Book,Economic Information,1.34 MB ,PDF,""
1976,October 19 Meeting - 1976,"Greenbook:

                Part 1 (830 KB PDF)",/monetarypolicy/files/FOMC19761019gbpt119761013.pdf,19-Oct-1976,19-Oct-1976,1,Part 1,Greenbook,Economic Information,830 KB ,PDF,""
1976,October 19 Meeting - 1976,"Greenbook:

                Part 2 (1.66 MB PDF)",/monetarypolicy/files/FOMC19761019gbpt219761013.pdf,19-Oct-1976,19-Oct-1976,1,Part 2,Greenbook,Economic Information,1.66 MB ,PDF,""
1976,October 19 Meeting - 1976,"Greenbook:

                Supplement (741 KB PDF)",/monetarypolicy/files/FOMC19761019gbsup19761015.pdf,19-Oct-1976,19-Oct-1976,1,Supplement,Greenbook,Economic Information,741 KB ,PDF,""
1976,October 19 Meeting - 1976,"Bluebook (1.02 MB PDF)",/monetarypolicy/files/FOMC19761019bluebook19761015.pdf,19-Oct-1976,19-Oct-1976,1,Bluebook,Bluebook,Economic Information,1.02 MB ,PDF,""
1976,October 19 Meeting - 1976,"Agenda (71 KB PDF)",/monetarypolicy/files/FOMC19761019Agenda.pdf,19-Oct-1976,19-Oct-1976,1,Agenda,Agenda,Agenda,71 KB ,PDF,""
1976,October 19 Meeting - 1976,"Record of Policy Actions (1.06 MB PDF)",/monetarypolicy/files/fomcropa19761019.pdf,19-Oct-1976,19-Oct-1976,1,Record of Policy Actions,Minutes,Meeting Summary,1.06 MB ,PDF,""
1976,October 19 Meeting - 1976,"Minutes of Actions (183 KB PDF)",/monetarypolicy/files/fomcmoa19761019.pdf,19-Oct-1976,19-Oct-1976,1,Minutes of Actions,Minutes,Meeting Summary,183 KB PDF,PDF,""
1976,October 19 Meeting - 1976,"Transcript (511 KB PDF)",/monetarypolicy/files/FOMC19761019meeting.pdf,19-Oct-1976,19-Oct-1976,1,Transcript,Transcript,Transcript,511 KB ,PDF,""
1976,October 19 Meeting - 1976,"Presentation materials (361 KB PDF)",/monetarypolicy/files/FOMC19761019material.pdf,19-Oct-1976,19-Oct-1976,1,Presentation materials,Transcript,Transcript,361 KB ,PDF,""
1976,November 8 Conference Call - 1976,"Record of Policy Actions: see November 16, 1976 Record",,08-Nov-1976,08-Nov-1976,0,Record of Policy Actions,Minutes,Meeting Summary,NA,PDF," see November 16, 1976 Record"
1976,November 8 Conference Call - 1976,"Minutes of Actions (72 KB PDF)",/monetarypolicy/files/fomcmoa19761108.pdf,08-Nov-1976,08-Nov-1976,0,Minutes of Actions,Minutes,Meeting Summary,72 KB PDF,PDF,""
1976,November 8 Conference Call - 1976,"Transcript (391 KB PDF)",/monetarypolicy/files/FOMC19761108confcall.pdf,08-Nov-1976,08-Nov-1976,0,Transcript,Transcript,Transcript,391 KB ,PDF,""
1976,November 16 Meeting - 1976,"Redbook (1.09 MB PDF)",/monetarypolicy/files/fomc19761116redbook19761110.pdf,16-Nov-1976,16-Nov-1976,1,Redbook,Beige Book,Economic Information,1.09 MB ,PDF,""
1976,November 16 Meeting - 1976,"Greenbook:

                Part 1 (826 KB PDF)",/monetarypolicy/files/FOMC19761116gbpt119761110.pdf,16-Nov-1976,16-Nov-1976,1,Part 1,Greenbook,Economic Information,826 KB ,PDF,""
1976,November 16 Meeting - 1976,"Greenbook:

                Part 2 (2.25 MB PDF)",/monetarypolicy/files/FOMC19761116gbpt219761110.pdf,16-Nov-1976,16-Nov-1976,1,Part 2,Greenbook,Economic Information,2.25 MB ,PDF,""
1976,November 16 Meeting - 1976,"Greenbook:

                Supplement (151 KB PDF)",/monetarypolicy/files/FOMC19761116gbsup19761112.pdf,16-Nov-1976,16-Nov-1976,1,Supplement,Greenbook,Economic Information,151 KB ,PDF,""
1976,November 16 Meeting - 1976,"Bluebook (1 MB PDF)",/monetarypolicy/files/FOMC19761116bluebook19761112.pdf,16-Nov-1976,16-Nov-1976,1,Bluebook,Bluebook,Economic Information,1 MB ,PDF,""
1976,November 16 Meeting - 1976,"Agenda (80 KB PDF)",/monetarypolicy/files/FOMC19761116Agenda.pdf,16-Nov-1976,16-Nov-1976,1,Agenda,Agenda,Agenda,80 KB ,PDF,""
1976,November 16 Meeting - 1976,"Record of Policy Actions (851 KB PDF)",/monetarypolicy/files/fomcropa19761116.pdf,16-Nov-1976,16-Nov-1976,1,Record of Policy Actions,Minutes,Meeting Summary,851 KB ,PDF,""
1976,November 16 Meeting - 1976,"Minutes of Actions (166 KB PDF)",/monetarypolicy/files/fomcmoa19761116.pdf,16-Nov-1976,16-Nov-1976,1,Minutes of Actions,Minutes,Meeting Summary,166 KB PDF,PDF,""
1976,November 16 Meeting - 1976,"Transcript (518 KB PDF)",/monetarypolicy/files/FOMC19761116meeting.pdf,16-Nov-1976,16-Nov-1976,1,Transcript,Transcript,Transcript,518 KB ,PDF,""
1976,November 16 Meeting - 1976,"Presentation materials (353 KB PDF)",/monetarypolicy/files/FOMC19761116material.pdf,16-Nov-1976,16-Nov-1976,1,Presentation materials,Transcript,Transcript,353 KB ,PDF,""
1976,December 20-21 Meeting - 1976,"Redbook (1.21 MB PDF)",/monetarypolicy/files/fomc19761221redbook19761215.pdf,20-Dec-1976,21-Dec-1976,1,Redbook,Beige Book,Economic Information,1.21 MB ,PDF,""
1976,December 20-21 Meeting - 1976,"Greenbook:

                Part 1 (846 KB PDF)",/monetarypolicy/files/FOMC19761221gbpt119761215.pdf,20-Dec-1976,21-Dec-1976,1,Part 1,Greenbook,Economic Information,846 KB ,PDF,""
1976,December 20-21 Meeting - 1976,"Greenbook:

                Part 2 (2.19 MB PDF)",/monetarypolicy/files/FOMC19761221gbpt219761215.pdf,20-Dec-1976,21-Dec-1976,1,Part 2,Greenbook,Economic Information,2.19 MB ,PDF,""
1976,December 20-21 Meeting - 1976,"Greenbook:

                Supplement (1.35 MB PDF)",/monetarypolicy/files/FOMC19761221gbsup19761217.pdf,20-Dec-1976,21-Dec-1976,1,Supplement,Greenbook,Economic Information,1.35 MB ,PDF,""
1976,December 20-21 Meeting - 1976,"Bluebook (977 KB PDF)",/monetarypolicy/files/FOMC19761221bluebook19761217.pdf,20-Dec-1976,21-Dec-1976,1,Bluebook,Bluebook,Economic Information,977 KB ,PDF,""
1976,December 20-21 Meeting - 1976,"Agenda (115 KB PDF)",/monetarypolicy/files/FOMC19761221Agenda.pdf,20-Dec-1976,21-Dec-1976,1,Agenda,Agenda,Agenda,115 KB ,PDF,""
1976,December 20-21 Meeting - 1976,"Record of Policy Actions (1.21 MB PDF)",/monetarypolicy/files/fomcropa19761221.pdf,20-Dec-1976,21-Dec-1976,1,Record of Policy Actions,Minutes,Meeting Summary,1.21 MB ,PDF,""
1976,December 20-21 Meeting - 1976,"Minutes of Actions (546 KB PDF)",/monetarypolicy/files/fomcmoa19761221.pdf,20-Dec-1976,21-Dec-1976,1,Minutes of Actions,Minutes,Meeting Summary,546 KB PDF,PDF,""
1976,December 20-21 Meeting - 1976,"Transcript (522 KB PDF)",/monetarypolicy/files/FOMC19761221meeting.pdf,20-Dec-1976,21-Dec-1976,1,Transcript,Transcript,Transcript,522 KB ,PDF,""
1976,December 20-21 Meeting - 1976,"Presentation materials (355 KB PDF)",/monetarypolicy/files/FOMC19761221material.pdf,20-Dec-1976,21-Dec-1976,1,Presentation materials,Transcript,Transcript,355 KB ,PDF,""
1977,January 17-18 Meeting - 1977,"Redbook (1.16 MB PDF)",/monetarypolicy/files/fomc19770117redbook19770113.pdf,17-Jan-1977,18-Jan-1977,1,Redbook,Beige Book,Economic Information,1.16 MB ,PDF,""
1977,January 17-18 Meeting - 1977,"Greenbook:

                Part 1 (923 KB PDF)",/monetarypolicy/files/FOMC19770118gbpt119770112.pdf,17-Jan-1977,18-Jan-1977,1,Part 1,Greenbook,Economic Information,923 KB ,PDF,""
1977,January 17-18 Meeting - 1977,"Greenbook:

                Part 2 (2.05 MB PDF)",/monetarypolicy/files/FOMC19770118gbpt219770112.pdf,17-Jan-1977,18-Jan-1977,1,Part 2,Greenbook,Economic Information,2.05 MB ,PDF,""
1977,January 17-18 Meeting - 1977,"Greenbook:

                Supplement (202 KB PDF)",/monetarypolicy/files/FOMC19770118gbsup19770114.pdf,17-Jan-1977,18-Jan-1977,1,Supplement,Greenbook,Economic Information,202 KB ,PDF,""
1977,January 17-18 Meeting - 1977,"Bluebook (0.98 MB PDF)",/monetarypolicy/files/FOMC19770118bluebook19770114.pdf,17-Jan-1977,18-Jan-1977,1,Bluebook,Bluebook,Economic Information,0.98 MB ,PDF,""
1977,January 17-18 Meeting - 1977,"Agenda (89 KB PDF)",/monetarypolicy/files/FOMC19770118Agenda.pdf,17-Jan-1977,18-Jan-1977,1,Agenda,Agenda,Agenda,89 KB ,PDF,""
1977,January 17-18 Meeting - 1977,"Record of Policy Actions (1.04 MB PDF)",/monetarypolicy/files/fomcropa19770118.pdf,17-Jan-1977,18-Jan-1977,1,Record of Policy Actions,Minutes,Meeting Summary,1.04 MB ,PDF,""
1977,January 17-18 Meeting - 1977,"Minutes of Actions (347 KB PDF)",/monetarypolicy/files/fomcmoa19770118.pdf,17-Jan-1977,18-Jan-1977,1,Minutes of Actions,Minutes,Meeting Summary,347 KB PDF,PDF,""
1977,January 17-18 Meeting - 1977,"Transcript (500 KB PDF)",/monetarypolicy/files/FOMC19770118meeting.pdf,17-Jan-1977,18-Jan-1977,1,Transcript,Transcript,Transcript,500 KB ,PDF,""
1977,February 15 Meeting - 1977,"Redbook (1.23 MB PDF)",/monetarypolicy/files/fomc19770215redbook19770209.pdf,15-Feb-1977,15-Feb-1977,1,Redbook,Beige Book,Economic Information,1.23 MB ,PDF,""
1977,February 15 Meeting - 1977,"Greenbook:

                Part 1 (933 KB PDF)",/monetarypolicy/files/FOMC19770215gbpt119770209.pdf,15-Feb-1977,15-Feb-1977,1,Part 1,Greenbook,Economic Information,933 KB ,PDF,""
1977,February 15 Meeting - 1977,"Greenbook:

                Part 2 (2.31 MB PDF)",/monetarypolicy/files/FOMC19770215gbpt219770209.pdf,15-Feb-1977,15-Feb-1977,1,Part 2,Greenbook,Economic Information,2.31 MB ,PDF,""
1977,February 15 Meeting - 1977,"Greenbook:

                Supplement (231 KB PDF)",/monetarypolicy/files/FOMC19770215gbsup19770211.pdf,15-Feb-1977,15-Feb-1977,1,Supplement,Greenbook,Economic Information,231 KB ,PDF,""
1977,February 15 Meeting - 1977,"Bluebook (975 KB PDF)",/monetarypolicy/files/FOMC19770215bluebook19770211.pdf,15-Feb-1977,15-Feb-1977,1,Bluebook,Bluebook,Economic Information,975 KB ,PDF,""
1977,February 15 Meeting - 1977,"Agenda (95 KB PDF)",/monetarypolicy/files/FOMC19770215Agenda.pdf,15-Feb-1977,15-Feb-1977,1,Agenda,Agenda,Agenda,95 KB ,PDF,""
1977,February 15 Meeting - 1977,"Record of Policy Actions (0.99 MB PDF)",/monetarypolicy/files/fomcropa19770215.pdf,15-Feb-1977,15-Feb-1977,1,Record of Policy Actions,Minutes,Meeting Summary,0.99 MB ,PDF,""
1977,February 15 Meeting - 1977,"Minutes of Actions (422 KB PDF)",/monetarypolicy/files/fomcmoa19770215.pdf,15-Feb-1977,15-Feb-1977,1,Minutes of Actions,Minutes,Meeting Summary,422 KB PDF,PDF,""
1977,February 15 Meeting - 1977,"Transcript (480 KB PDF)",/monetarypolicy/files/FOMC19770215meeting.pdf,15-Feb-1977,15-Feb-1977,1,Transcript,Transcript,Transcript,480 KB ,PDF,""
1977,February 15 Meeting - 1977,"Presentation materials (359 KB PDF)",/monetarypolicy/files/FOMC19770215material.pdf,15-Feb-1977,15-Feb-1977,1,Presentation materials,Transcript,Transcript,359 KB ,PDF,""
1977,March 15 Meeting - 1977,"Redbook (1.21 MB PDF)",/monetarypolicy/files/fomc19770315redbook19770309.pdf,15-Mar-1977,15-Mar-1977,1,Redbook,Beige Book,Economic Information,1.21 MB ,PDF,""
1977,March 15 Meeting - 1977,"Greenbook:

                Part 1 (906 KB PDF)",/monetarypolicy/files/FOMC19770315gbpt119770309.pdf,15-Mar-1977,15-Mar-1977,1,Part 1,Greenbook,Economic Information,906 KB ,PDF,""
1977,March 15 Meeting - 1977,"Greenbook:

                Part 2 (2.54 MB PDF)",/monetarypolicy/files/FOMC19770315gbpt219770309.pdf,15-Mar-1977,15-Mar-1977,1,Part 2,Greenbook,Economic Information,2.54 MB ,PDF,""
1977,March 15 Meeting - 1977,"Greenbook:

                Supplement (266 KB PDF)",/monetarypolicy/files/FOMC19770315gbsup19770311.pdf,15-Mar-1977,15-Mar-1977,1,Supplement,Greenbook,Economic Information,266 KB ,PDF,""
1977,March 15 Meeting - 1977,"Bluebook (929 KB PDF)",/monetarypolicy/files/FOMC19770315bluebook19770311.pdf,15-Mar-1977,15-Mar-1977,1,Bluebook,Bluebook,Economic Information,929 KB ,PDF,""
1977,March 15 Meeting - 1977,"Agenda (149 KB PDF)",/monetarypolicy/files/FOMC19770315Agenda.pdf,15-Mar-1977,15-Mar-1977,1,Agenda,Agenda,Agenda,149 KB ,PDF,""
