l1_ld_inflation,l1_diff_unemp,d_month_1,d_month_2,d_month_3,d_month_4,d_month_5,d_month_6,d_month_7,d_month_8,d_month_9,d_month_10,d_month_11
0.21003319781902616,-0.09999999999999963,0,0,1,0,0,0,0,0,0,0,0
0.1048514029196923,0.0,0,0,0,1,0,0,0,0,0,0,0
0.0980306659317698,-0.10000000000000052,0,0,0,0,1,0,0,0,0,0,0
-0.0456461624874116,-0.1999999999999993,0,0,0,0,0,1,0,0,0,0,0
0.12882968084824142,0.09999999999999963,0,0,0,0,0,0,1,0,0,0,0
0.05899151497716915,-0.09999999999999963,0,0,0,0,0,0,0,1,0,0,0
0.08038693341418934,-0.10000000000000052,0,0,0,0,0,0,0,0,1,0,0
0.2407738024291284,0.10000000000000052,0,0,0,0,0,0,0,0,0,1,0
0.12951034888768476,-0.20000000000000015,0,0,0,0,0,0,0,0,0,0,1
0.005337033677932368,-0.10000000000000052,0,0,0,0,0,0,0,0,0,0,0
-0.021349843960294382,0.10000000000000052,1,0,0,0,0,0,0,0,0,0,0
0.04936459858084774,-0.10000000000000052,0,1,0,0,0,0,0,0,0,0,0
-0.052033649599980684,0.0,0,0,1,0,0,0,0,0,0,0,0
0.016013237643974776,0.10000000000000052,0,0,0,1,0,0,0,0,0,0,0
0.12401572455100762,-0.4000000000000004,0,0,0,0,1,0,0,0,0,0,0
0.13717149250611627,0.10000000000000052,0,0,0,0,0,1,0,0,0,0,0
-0.0852106351818982,0.09999999999999963,0,0,0,0,0,0,1,0,0,0,0
0.2474425559779725,0.0,0,0,0,0,0,0,0,1,0,0,0
0.13808855793868702,0.0,0,0,0,0,0,0,0,0,1,0,0
-0.05839881244753543,0.09999999999999963,0,0,0,0,0,0,0,0,0,1,0
0.2188199190206852,-0.09999999999999963,0,0,0,0,0,0,0,0,0,0,1
0.0052987852547481396,-0.09999999999999963,0,0,0,0,0,0,0,0,0,0,0
0.10062361002072252,0.0,1,0,0,0,0,0,0,0,0,0,0
0.18245285086786467,-0.10000000000000052,0,1,0,0,0,0,0,0,0,0,0
-0.023779327949746687,0.10000000000000052,0,0,1,0,0,0,0,0,0,0,0
0.0779222533864754,-0.20000000000000015,0,0,0,1,0,0,0,0,0,0,0
0.4610063353613469,0.09999999999999963,0,0,0,0,1,0,0,0,0,0,0
0.049924457451577815,-0.09999999999999963,0,0,0,0,0,1,0,0,0,0,0
0.02101336983386659,0.09999999999999963,0,0,0,0,0,0,1,0,0,0,0
0.26491471342797723,0.0,0,0,0,0,0,0,0,1,0,0,0
0.17534910733525422,-0.09999999999999963,0,0,0,0,0,0,0,0,1,0,0
0.34977848242894183,0.0,0,0,0,0,0,0,0,0,0,1,0
0.15882317990660866,-0.10000000000000052,0,0,0,0,0,0,0,0,0,0,1
0.08711538137315955,0.0,0,0,0,0,0,0,0,0,0,0,0
0.2401491376189391,-0.09999999999999963,1,0,0,0,0,0,0,0,0,0,0
0.28483408262660603,0.0,0,1,0,0,0,0,0,0,0,0,0
0.3214046459703468,0.09999999999999963,0,0,1,0,0,0,0,0,0,0,0
0.425655682060544,-0.09999999999999963,0,0,0,1,0,0,0,0,0,0,0
-0.09885800559885638,-0.20000000000000015,0,0,0,0,1,0,0,0,0,0,0
0.07062283208583152,0.20000000000000015,0,0,0,0,0,1,0,0,0,0,0
0.3267830187325238,0.0,0,0,0,0,0,0,1,0,0,0,0
0.24024035578653624,0.0,0,0,0,0,0,0,0,1,0,0,0
-0.011487724102998698,0.09999999999999963,0,0,0,0,0,0,0,0,1,0,0
0.42798251499611695,-0.19999999999999973,0,0,0,0,0,0,0,0,0,1,0
0.1409855247088032,0.0,0,0,0,0,0,0,0,0,0,0,1
0.12811163952939353,0.0,0,0,0,0,0,0,0,0,0,0,0
0.1304796896523186,0.0,1,0,0,0,0,0,0,0,0,0,0
0.4509319939311141,0.3000000000000003,0,1,0,0,0,0,0,0,0,0,0
0.13853383070197012,0.0,0,0,1,0,0,0,0,0,0,0,0
0.005033979361801499,0.09999999999999963,0,0,0,1,0,0,0,0,0,0,0
0.17979849814677706,0.10000000000000052,0,0,0,0,1,0,0,0,0,0,0
0.2672137981855727,-0.10000000000000052,0,0,0,0,0,1,0,0,0,0,0
0.18024788958213026,0.20000000000000015,0,0,0,0,0,0,1,0,0,0,0
-0.03377174087892953,0.09999999999999963,0,0,0,0,0,0,0,1,0,0,0
-0.007506380426924863,0.3000000000000007,0,0,0,0,0,0,0,0,1,0,0
-0.33335035129757884,0.09999999999999963,0,0,0,0,0,0,0,0,0,1,0
0.3621217502238317,0.2999999999999998,0,0,0,0,0,0,0,0,0,0,1
-0.06130556008212551,0.20000000000000015,0,0,0,0,0,0,0,0,0,0,0
-0.10518276473421297,0.20000000000000015,1,0,0,0,0,0,0,0,0,0,0
0.07514183374004446,0.0,0,1,0,0,0,0,0,0,0,0,0
0.16511355305377504,0.0,0,0,1,0,0,0,0,0,0,0,0
0.27707763414310804,0.0,0,0,0,1,0,0,0,0,0,0,0
0.4315578200146497,0.20000000000000015,0,0,0,0,1,0,0,0,0,0,0
0.07071214868794584,-0.10000000000000052,0,0,0,0,0,1,0,0,0,0,0
0.12145850835034723,0.0,0,0,0,0,0,0,1,0,0,0,0
0.2004554224982691,0.0,0,0,0,0,0,0,0,1,0,0,0
0.18648311928091127,-0.09999999999999963,0,0,0,0,0,0,0,0,1,0,0
0.17628318349096614,0.0,0,0,0,0,0,0,0,0,0,1,0
0.18580847390214927,0.0,0,0,0,0,0,0,0,0,0,0,1
0.09953000545168678,0.20000000000000015,0,0,0,0,0,0,0,0,0,0,0
0.0871609525033179,0.09999999999999963,1,0,0,0,0,0,0,0,0,0,0
0.2720423220550217,-0.20000000000000015,0,1,0,0,0,0,0,0,0,0,0
0.3944922828472031,0.10000000000000052,0,0,1,0,0,0,0,0,0,0,0
0.2288971328013645,0.0,0,0,0,1,0,0,0,0,0,0,0
-0.1996470320456467,0.09999999999999963,0,0,0,0,1,0,0,0,0,0,0
-0.13413327540288122,0.09999999999999963,0,0,0,0,0,1,0,0,0,0,0
0.09391218072503094,0.20000000000000015,0,0,0,0,0,0,1,0,0,0,0
0.2836397852739481,-0.09999999999999963,0,0,0,0,0,0,0,1,0,0,0
0.32283148577763043,-0.10000000000000052,0,0,0,0,0,0,0,0,1,0,0
0.2952174531605678,0.0,0,0,0,0,0,0,0,0,0,1,0
-0.007249003265119569,-0.09999999999999963,0,0,0,0,0,0,0,0,0,0,1
0.1243683636822368,-0.20000000000000015,0,0,0,0,0,0,0,0,0,0,0
0.2338280140201654,-0.09999999999999963,1,0,0,0,0,0,0,0,0,0,0
0.4180788905197019,0.0,0,1,0,0,0,0,0,0,0,0,0
0.23470253858528525,-0.10000000000000052,0,0,1,0,0,0,0,0,0,0,0
0.1649199078341823,0.20000000000000015,0,0,0,1,0,0,0,0,0,0,0
0.18133669162248006,-0.20000000000000015,0,0,0,0,1,0,0,0,0,0,0
0.3260549089608489,0.0,0,0,0,0,0,1,0,0,0,0,0
0.2882786552779848,0.0,0,0,0,0,0,0,1,0,0,0,0
0.09945890444180704,-0.09999999999999963,0,0,0,0,0,0,0,1,0,0,0
0.05560649674478668,-0.09999999999999963,0,0,0,0,0,0,0,0,1,0,0
0.1985112314419446,0.0,0,0,0,0,0,0,0,0,0,1,0
0.4275851524024432,0.09999999999999963,0,0,0,0,0,0,0,0,0,0,1
0.382450020367564,-0.09999999999999963,0,0,0,0,0,0,0,0,0,0,0
0.05033684822031148,0.0,1,0,0,0,0,0,0,0,0,0,0
0.12865348378658936,-0.10000000000000052,0,1,0,0,0,0,0,0,0,0,0
0.27429735839330505,0.10000000000000052,0,0,1,0,0,0,0,0,0,0,0
0.2874953239890843,-0.20000000000000015,0,0,0,1,0,0,0,0,0,0,0
0.2646486826468397,0.0,0,0,0,0,1,0,0,0,0,0,0
0.048674772363455084,-0.10000000000000052,0,0,0,0,0,1,0,0,0,0,0
