id,year,meeting_info,document_name,link
3875,1995,September 26 Meeting - 1995,"Greenbook:

                Part 1 (1.83 MB PDF)",/monetarypolicy/files/fomc19950926gbpt119950920.pdf
3876,1995,September 26 Meeting - 1995,"Greenbook:

                Part 2 (4.34 MB PDF)",/monetarypolicy/files/fomc19950926gbpt219950920.pdf
3877,1995,September 26 Meeting - 1995,"Greenbook:

                Supplement (110 KB PDF)",/monetarypolicy/files/fomc19950926gbsup19950922.pdf
3878,1995,September 26 Meeting - 1995,Bluebook (1.12 MB PDF),/monetarypolicy/files/fomc19950926bluebook19950922.pdf
3879,1995,September 26 Meeting - 1995,Agenda (26 KB PDF),/monetarypolicy/files/FOMC19950926Agenda.pdf
3880,1995,September 26 Meeting - 1995," (Released November 17, 1995)Minutes",/fomc/MINUTES/1995/19950926min.htm
3881,1995,September 26 Meeting - 1995,Transcript (3.99 MB PDF),/monetarypolicy/files/FOMC19950926meeting.pdf
3882,1995,September 26 Meeting - 1995,Presentation materials (853 KB PDF),/monetarypolicy/files/FOMC19950926material.pdf
3883,1995,November 15 Meeting - 1995,Beige Book: 1.83 MB PDF,/monetarypolicy/files/fomc19951115beige19951101.pdf
3884,1995,November 15 Meeting - 1995,Beige Book: HTML,http://www.minneapolisfed.org/bb/
3885,1995,November 15 Meeting - 1995,"Greenbook:

                Part 1 (1.88 MB PDF)",/monetarypolicy/files/fomc19951115gbpt119951108.pdf
3886,1995,November 15 Meeting - 1995,"Greenbook:

                Part 2 (4.1 MB PDF)",/monetarypolicy/files/fomc19951115gbpt219951108.pdf
3887,1995,November 15 Meeting - 1995,"Greenbook:

                Supplement (310 KB PDF)",/monetarypolicy/files/fomc19951115gbsup19951109.pdf
3888,1995,November 15 Meeting - 1995,Bluebook (894 KB PDF),/monetarypolicy/files/fomc19951115bluebook19951110.pdf
3889,1995,November 15 Meeting - 1995,Agenda (32 KB PDF),/monetarypolicy/files/FOMC19951115Agenda.pdf
3890,1995,November 15 Meeting - 1995," (Released December 22, 1995)Minutes",/fomc/MINUTES/1995/19951115min.htm
3891,1995,November 15 Meeting - 1995,Transcript (3.99 MB PDF),/monetarypolicy/files/FOMC19951115meeting.pdf
3892,1995,November 15 Meeting - 1995,Presentation materials (1.08 MB PDF),/monetarypolicy/files/FOMC19951115material.pdf
3893,1995,December 19 Meeting - 1995,Beige Book: 1.83 MB PDF,/monetarypolicy/files/fomc19951219beige19951206.pdf
3894,1995,December 19 Meeting - 1995,Beige Book: HTML,http://www.minneapolisfed.org/bb/
3895,1995,December 19 Meeting - 1995,"Greenbook:

                Part 1 (1.66 MB PDF)",/monetarypolicy/files/fomc19951219gbpt119951214.pdf
3896,1995,December 19 Meeting - 1995,"Greenbook:

                Part 2 (4.62 MB PDF)",/monetarypolicy/files/fomc19951219gbpt219951214.pdf
3897,1995,December 19 Meeting - 1995,"Greenbook:

                Supplement (96 KB PDF)",/monetarypolicy/files/fomc19951219gbsup19951215.pdf
3898,1995,December 19 Meeting - 1995,Bluebook (876 KB PDF),/monetarypolicy/files/fomc19951219bluebook19951215.pdf
3899,1995,December 19 Meeting - 1995,Agenda (34 KB PDF),/monetarypolicy/files/FOMC19951219Agenda.pdf
3900,1995,December 19 Meeting - 1995,Statement,/fomc/19951219default.htm
3901,1995,December 19 Meeting - 1995," (Released February 2, 1996)Minutes",/fomc/MINUTES/1995/19951219min.htm
3902,1995,December 19 Meeting - 1995,Transcript (3.7 MB PDF),/monetarypolicy/files/FOMC19951219meeting.pdf
3903,1995,December 19 Meeting - 1995,Presentation materials (723 KB PDF),/monetarypolicy/files/FOMC19951219material.pdf
3904,1996,January 30-31 Meeting - 1996,Beige Book: 1.69 MB PDF,/monetarypolicy/files/fomc19960131beige19960117.pdf
3905,1996,January 30-31 Meeting - 1996,Beige Book: HTML,http://www.minneapolisfed.org/bb/
3906,1996,January 30-31 Meeting - 1996,"Greenbook:

                Part 1 (1.57 MB PDF)",/monetarypolicy/files/fomc19960131gbpt119960126.pdf
3907,1996,January 30-31 Meeting - 1996,"Greenbook:

                Part 2 (4.21 MB PDF)",/monetarypolicy/files/fomc19960131gbpt219960126.pdf
3908,1996,January 30-31 Meeting - 1996,Bluebook (1.48 MB PDF),/monetarypolicy/files/fomc19960131bluebook19960126.pdf
3909,1996,January 30-31 Meeting - 1996,Agenda (71 KB PDF),/monetarypolicy/files/FOMC19960131Agenda.pdf
3910,1996,January 30-31 Meeting - 1996,Statement,/fomc/19960131DEFAULT.htm
3911,1996,January 30-31 Meeting - 1996," (Released March 29, 1996)Minutes",/fomc/minutes/19960130.htm
3912,1996,January 30-31 Meeting - 1996,Transcript (5.01 MB PDF),/monetarypolicy/files/FOMC19960131meeting.pdf
3913,1996,January 30-31 Meeting - 1996,Presentation materials (2.49 MB PDF),/monetarypolicy/files/FOMC19960131material.pdf
3914,1996,March 26 Meeting - 1996,Beige Book: 1.85 MB PDF,/monetarypolicy/files/fomc19960326beige19960313.pdf
3915,1996,March 26 Meeting - 1996,Beige Book: HTML,http://www.minneapolisfed.org/bb/
3916,1996,March 26 Meeting - 1996,"Greenbook:

                Part 1 (1.66 MB PDF)",/monetarypolicy/files/fomc19960326gbpt119960321.pdf
3917,1996,March 26 Meeting - 1996,"Greenbook:

                Part 2 (4.63 MB PDF)",/monetarypolicy/files/fomc19960326gbpt219960321.pdf
3918,1996,March 26 Meeting - 1996,Bluebook (770 KB PDF),/monetarypolicy/files/fomc19960326bluebook19960322.pdf
3919,1996,March 26 Meeting - 1996,Agenda (32 KB PDF),/monetarypolicy/files/FOMC19960326Agenda.pdf
3920,1996,March 26 Meeting - 1996," (Released May 24, 1996)Minutes",/fomc/minutes/19960326.htm
3921,1996,March 26 Meeting - 1996,Transcript (2.2 MB PDF),/monetarypolicy/files/FOMC19960326meeting.pdf
3922,1996,March 26 Meeting - 1996,Presentation materials (537 KB PDF),/monetarypolicy/files/FOMC19960326material.pdf
3923,1996,May 21 Meeting - 1996,Beige Book: 1.99 MB PDF,/monetarypolicy/files/fomc19960521beige19960508.pdf
3924,1996,May 21 Meeting - 1996,Beige Book: HTML,http://www.minneapolisfed.org/bb/
3925,1996,May 21 Meeting - 1996,"Greenbook:

                Part 1 (1.62 MB PDF)",/monetarypolicy/files/fomc19960521gbpt119960516.pdf
3926,1996,May 21 Meeting - 1996,"Greenbook:

                Part 2 (3.71 MB PDF)",/monetarypolicy/files/fomc19960521gbpt219960516.pdf
3927,1996,May 21 Meeting - 1996,"Greenbook:

                Supplement (397 KB PDF)",/monetarypolicy/files/fomc19960521gbsup19960517.pdf
3928,1996,May 21 Meeting - 1996,Bluebook (770 KB PDF),/monetarypolicy/files/fomc19960521bluebook19960517.pdf
3929,1996,May 21 Meeting - 1996,Agenda (28 KB PDF),/monetarypolicy/files/FOMC19960521Agenda.pdf
3930,1996,May 21 Meeting - 1996," (Released July 5, 1996)Minutes",/fomc/minutes/19960521.htm
3931,1996,May 21 Meeting - 1996,Transcript (3.69 MB PDF),/monetarypolicy/files/FOMC19960521meeting.pdf
3932,1996,May 21 Meeting - 1996,Presentation materials (931 KB PDF),/monetarypolicy/files/FOMC19960521material.pdf
3933,1996,July 2-3 Meeting - 1996,Beige Book: 1.89 MB PDF,/monetarypolicy/files/fomc19960703beige19960619.pdf
3934,1996,July 2-3 Meeting - 1996,Beige Book: HTML,http://www.minneapolisfed.org/bb/
3935,1996,July 2-3 Meeting - 1996,"Greenbook:

                Part 1 (1.76 MB PDF)",/monetarypolicy/files/fomc19960703gbpt119960626.pdf
3936,1996,July 2-3 Meeting - 1996,"Greenbook:

                Part 2 (3.6 MB PDF)",/monetarypolicy/files/fomc19960703gbpt219960626.pdf
3937,1996,July 2-3 Meeting - 1996,"Greenbook:

                Supplement (272 KB PDF)",/monetarypolicy/files/fomc19960703gbsup19960628.pdf
3938,1996,July 2-3 Meeting - 1996,Bluebook (1.26 MB PDF),/monetarypolicy/files/fomc19960703bluebook19960628.pdf
3939,1996,July 2-3 Meeting - 1996,Agenda (40 KB PDF),/monetarypolicy/files/FOMC19960703Agenda.pdf
3940,1996,July 2-3 Meeting - 1996," (Released August 23, 1996)Minutes",/fomc/minutes/19960702.htm
3941,1996,July 2-3 Meeting - 1996,Transcript (8.76 MB PDF),/monetarypolicy/files/FOMC19960703meeting.pdf
3942,1996,July 2-3 Meeting - 1996,Presentation materials (2.23 MB PDF),/monetarypolicy/files/FOMC19960703material.pdf
3943,1996,August 20 Meeting - 1996,Beige Book: 1.93 MB PDF,/monetarypolicy/files/fomc19960820beige19960807.pdf
3944,1996,August 20 Meeting - 1996,Beige Book: HTML,http://www.minneapolisfed.org/bb/
3945,1996,August 20 Meeting - 1996,"Greenbook:

                Part 1 (1.67 MB PDF)",/monetarypolicy/files/fomc19960820gbpt119960815.pdf
3946,1996,August 20 Meeting - 1996,"Greenbook:

                Part 2 (3.77 MB PDF)",/monetarypolicy/files/fomc19960820gbpt219960815.pdf
3947,1996,August 20 Meeting - 1996,"Greenbook:

                Supplement (247 KB PDF)",/monetarypolicy/files/fomc19960820gbsup19960816.pdf
3948,1996,August 20 Meeting - 1996,Bluebook (736 KB PDF),/monetarypolicy/files/fomc19960820bluebook19960816.pdf
3949,1996,August 20 Meeting - 1996,Agenda (26 KB PDF),/monetarypolicy/files/FOMC19960820Agenda.pdf
3950,1996,August 20 Meeting - 1996," (Released September 27, 1996)Minutes",/fomc/minutes/19960820.htm
3951,1996,August 20 Meeting - 1996,Transcript (3.54 MB PDF),/monetarypolicy/files/FOMC19960820meeting.pdf
3952,1996,August 20 Meeting - 1996,Presentation materials (746 KB PDF),/monetarypolicy/files/FOMC19960820material.pdf
3953,1996,September 24 Meeting - 1996,Beige Book: 1.84 MB PDF,/monetarypolicy/files/fomc19960924beige19960911.pdf
3954,1996,September 24 Meeting - 1996,Beige Book: HTML,http://www.minneapolisfed.org/bb/
3955,1996,September 24 Meeting - 1996,"Greenbook:

                Part 1 (1.64 MB PDF)",/monetarypolicy/files/fomc19960924gbpt119960918.pdf
3956,1996,September 24 Meeting - 1996,"Greenbook:

                Part 2 (3.58 MB PDF)",/monetarypolicy/files/fomc19960924gbpt219960918.pdf
3957,1996,September 24 Meeting - 1996,"Greenbook:

                Supplement (152 KB PDF)",/monetarypolicy/files/fomc19960924gbsup19960920.pdf
3958,1996,September 24 Meeting - 1996,Bluebook (731 KB PDF),/monetarypolicy/files/fomc19960924bluebook19960920.pdf
3959,1996,September 24 Meeting - 1996,Agenda (36 KB PDF),/monetarypolicy/files/FOMC19960924Agenda.pdf
3960,1996,September 24 Meeting - 1996," (Released November 15, 1996)Minutes",/fomc/minutes/19960924.htm
3961,1996,September 24 Meeting - 1996,Transcript (4.2 MB PDF),/monetarypolicy/files/FOMC19960924meeting.pdf
3962,1996,September 24 Meeting - 1996,Presentation materials (728 KB PDF),/monetarypolicy/files/FOMC19960924material.pdf
3963,1996,November 13 Meeting - 1996,Beige Book: 2.03 MB PDF,/monetarypolicy/files/fomc19961113beige19961030.pdf
3964,1996,November 13 Meeting - 1996,Beige Book: HTML,/fomc/beigebook/1996/19961030/default.htm
3965,1996,November 13 Meeting - 1996,"Greenbook:

                Part 1 (1.64 MB PDF)",/monetarypolicy/files/fomc19961113gbpt119961106.pdf
3966,1996,November 13 Meeting - 1996,"Greenbook:

                Part 2 (3.75 MB PDF)",/monetarypolicy/files/fomc19961113gbpt219961106.pdf
3967,1996,November 13 Meeting - 1996,"Greenbook:

                Supplement (267 KB PDF)",/monetarypolicy/files/fomc19961113gbsup19961108.pdf
3968,1996,November 13 Meeting - 1996,Bluebook (681 KB PDF),/monetarypolicy/files/fomc19961113bluebook19961108.pdf
3969,1996,November 13 Meeting - 1996,Agenda (30 KB PDF),/monetarypolicy/files/FOMC19961113Agenda.pdf
3970,1996,November 13 Meeting - 1996," (Released December 20, 1996)Minutes",/fomc/minutes/19961113.htm
3971,1996,November 13 Meeting - 1996,Transcript (2.93 MB PDF),/monetarypolicy/files/FOMC19961113meeting.pdf
3972,1996,November 13 Meeting - 1996,Presentation materials (595 KB PDF),/monetarypolicy/files/FOMC19961113material.pdf
3973,1996,December 17 Meeting - 1996,Beige Book: 1.93 MB PDF,/monetarypolicy/files/fomc19961217beige19961204.pdf
3974,1996,December 17 Meeting - 1996,Beige Book: HTML,/fomc/beigebook/1996/19961204/default.htm
3975,1996,December 17 Meeting - 1996,"Greenbook:

                Part 1 (1.62 MB PDF)",/monetarypolicy/files/fomc19961217gbpt119961212.pdf
3976,1996,December 17 Meeting - 1996,"Greenbook:

                Part 2 (3.66 MB PDF)",/monetarypolicy/files/fomc19961217gbpt219961212.pdf
3977,1996,December 17 Meeting - 1996,"Greenbook:

                Supplement (405 KB PDF)",/monetarypolicy/files/fomc19961217gbsup19961213.pdf
3978,1996,December 17 Meeting - 1996,Bluebook (754 KB PDF),/monetarypolicy/files/fomc19961217bluebook19961213.pdf
3979,1996,December 17 Meeting - 1996,Agenda (27 KB PDF),/monetarypolicy/files/FOMC19961217Agenda.pdf
3980,1996,December 17 Meeting - 1996," (Released February 6, 1997)Minutes",/fomc/minutes/19961217.htm
3981,1996,December 17 Meeting - 1996,Transcript (3.13 MB PDF),/monetarypolicy/files/FOMC19961217meeting.pdf
3982,1996,December 17 Meeting - 1996,Presentation materials (1.14 MB PDF),/monetarypolicy/files/FOMC19961217material.pdf
3983,1997,February 4-5 Meeting - 1997,Beige Book: 1.88 MB PDF,/monetarypolicy/files/fomc19970205beige19970122.pdf
3984,1997,February 4-5 Meeting - 1997,Beige Book: HTML,/fomc/beigebook/1997/19970122/default.htm
3985,1997,February 4-5 Meeting - 1997,"Greenbook:

                Part 1 (1.85 MB PDF)",/monetarypolicy/files/fomc19970205gbpt119970129.pdf
3986,1997,February 4-5 Meeting - 1997,"Greenbook:

                Part 2 (3.66 MB PDF)",/monetarypolicy/files/fomc19970205gbpt219970129.pdf
3987,1997,February 4-5 Meeting - 1997,"Greenbook:

                Supplement (298 KB PDF)",/monetarypolicy/files/fomc19970205gbsup19970131.pdf
3988,1997,February 4-5 Meeting - 1997,Bluebook (1.42 MB PDF),/monetarypolicy/files/fomc19970205bluebook19970131.pdf
3989,1997,February 4-5 Meeting - 1997,Agenda (73 KB PDF),/monetarypolicy/files/FOMC19970205Agenda.pdf
3990,1997,February 4-5 Meeting - 1997," (Released March 27, 1997)Minutes",/fomc/minutes/19970204.htm
3991,1997,February 4-5 Meeting - 1997,Transcript (5.36 MB PDF),/monetarypolicy/files/FOMC19970205meeting.pdf
3992,1997,February 4-5 Meeting - 1997,Presentation materials (2.17 MB PDF),/monetarypolicy/files/FOMC19970205material.pdf
3993,1997,March 25 Meeting - 1997,Beige Book: 1.98 MB PDF,/monetarypolicy/files/fomc19970325beige19970312.pdf
3994,1997,March 25 Meeting - 1997,Beige Book: HTML,/fomc/beigebook/1997/19970312/default.htm
3995,1997,March 25 Meeting - 1997,"Greenbook:

                Part 1 (1.8 MB PDF)",/monetarypolicy/files/fomc19970325gbpt119970319.pdf
3996,1997,March 25 Meeting - 1997,"Greenbook:

                Part 2 (3.88 MB PDF)",/monetarypolicy/files/fomc19970325gbpt219970319.pdf
3997,1997,March 25 Meeting - 1997,"Greenbook:

                Supplement (429 KB PDF)",/monetarypolicy/files/fomc19970325gbsup19970321.pdf
3998,1997,March 25 Meeting - 1997,Bluebook (724 KB PDF),/monetarypolicy/files/fomc19970325bluebook19970321.pdf
3999,1997,March 25 Meeting - 1997,Agenda (26 KB PDF),/monetarypolicy/files/FOMC19970325Agenda.pdf
4000,1997,March 25 Meeting - 1997,Statement,/boarddocs/press/general/1997/19970325/
4001,1997,March 25 Meeting - 1997," (Released May 22, 1997)Minutes",/fomc/minutes/19970325.htm
4002,1997,March 25 Meeting - 1997,Transcript (3 MB PDF),/monetarypolicy/files/FOMC19970325meeting.pdf
4003,1997,March 25 Meeting - 1997,Presentation materials (919 KB PDF),/monetarypolicy/files/FOMC19970325material.pdf
4004,1997,May 20 Meeting - 1997,Beige Book: 1.99 MB PDF,/monetarypolicy/files/fomc19970520beige19970507.pdf
4005,1997,May 20 Meeting - 1997,Beige Book: HTML,/fomc/beigebook/1997/19970507/default.htm
4006,1997,May 20 Meeting - 1997,"Greenbook:

                Part 1 (1.91 MB PDF)",/monetarypolicy/files/fomc19970520gbpt119970515.pdf
4007,1997,May 20 Meeting - 1997,"Greenbook:

                Part 2 (3.67 MB PDF)",/monetarypolicy/files/fomc19970520gbpt219970515.pdf
4008,1997,May 20 Meeting - 1997,"Greenbook:

                Supplement (228 KB PDF)",/monetarypolicy/files/fomc19970520gbsup19970516.pdf
4009,1997,May 20 Meeting - 1997,Bluebook (822 KB PDF),/monetarypolicy/files/fomc19970520bluebook19970516.pdf
4010,1997,May 20 Meeting - 1997,Agenda (26 KB PDF),/monetarypolicy/files/FOMC19970520Agenda.pdf
4011,1997,May 20 Meeting - 1997," (Released July 3, 1997)Minutes",/fomc/minutes/19970520.htm
4012,1997,May 20 Meeting - 1997,Transcript (3.57 MB PDF),/monetarypolicy/files/19970520meeting.pdf
4013,1997,May 20 Meeting - 1997,Presentation materials (911 KB PDF),/monetarypolicy/files/FOMC19970520material.pdf
4014,1997,July 1-2 Meeting - 1997,Beige Book: 2.02 MB PDF,/monetarypolicy/files/fomc19970702beige19970618.pdf
4015,1997,July 1-2 Meeting - 1997,Beige Book: HTML,/fomc/beigebook/1997/19970618/default.htm
4016,1997,July 1-2 Meeting - 1997,"Greenbook:

                Part 1 (1.64 MB PDF)",/monetarypolicy/files/fomc19970702gbpt119970625.pdf
4017,1997,July 1-2 Meeting - 1997,"Greenbook:

                Part 2 (3.67 MB PDF)",/monetarypolicy/files/fomc19970702gbpt219970625.pdf
4018,1997,July 1-2 Meeting - 1997,"Greenbook:

                Supplement (232 KB PDF)",/monetarypolicy/files/fomc19970702gbsup19970627.pdf
4019,1997,July 1-2 Meeting - 1997,Bluebook (1.68 MB PDF),/monetarypolicy/files/fomc19970702bluebook19970627.pdf
4020,1997,July 1-2 Meeting - 1997,Agenda (35 KB PDF),/monetarypolicy/files/FOMC19970702Agenda.pdf
4021,1997,July 1-2 Meeting - 1997," (Released August 21, 1997)Minutes",/fomc/minutes/19970701.htm
4022,1997,July 1-2 Meeting - 1997,Transcript (5.61 MB PDF),/monetarypolicy/files/FOMC19970702meeting.pdf
4023,1997,July 1-2 Meeting - 1997,Presentation materials (2.59 MB PDF),/monetarypolicy/files/FOMC19970702material.pdf
4024,1997,August 19 Meeting - 1997,Beige Book: 1.94 MB PDF,/monetarypolicy/files/fomc19970819beige19970806.pdf
4025,1997,August 19 Meeting - 1997,Beige Book: HTML,/fomc/beigebook/1997/19970806/default.htm
4026,1997,August 19 Meeting - 1997,"Greenbook:

                Part 1 (1.89 MB PDF)",/monetarypolicy/files/fomc19970819gbpt119970814.pdf
4027,1997,August 19 Meeting - 1997,"Greenbook:

                Part 2 (4.68 MB PDF)",/monetarypolicy/files/fomc19970819gbpt219970814.pdf
4028,1997,August 19 Meeting - 1997,"Greenbook:

                Supplement (151 KB PDF)",/monetarypolicy/files/fomc19970819gbsup19970815.pdf
4029,1997,August 19 Meeting - 1997,Bluebook (853 KB PDF),/monetarypolicy/files/fomc19970819bluebook19970815.pdf
4030,1997,August 19 Meeting - 1997,Agenda (30 KB PDF),/monetarypolicy/files/FOMC19970819Agenda.pdf
4031,1997,August 19 Meeting - 1997," (Released October 2, 1997)Minutes",/fomc/minutes/19970819.htm
4032,1997,August 19 Meeting - 1997,Transcript (3.9 MB PDF),/monetarypolicy/files/FOMC19970819meeting.pdf
4033,1997,August 19 Meeting - 1997,Presentation materials (241 KB PDF),/monetarypolicy/files/FOMC19970819material.pdf
4034,1997,September 30 Meeting - 1997,Beige Book: 1.94 MB PDF,/monetarypolicy/files/fomc19970930beige19970917.pdf
4035,1997,September 30 Meeting - 1997,Beige Book: HTML,/fomc/beigebook/1997/19970917/default.htm
4036,1997,September 30 Meeting - 1997,"Greenbook:

                Part 1 (2.02 MB PDF)",/monetarypolicy/files/fomc19970930gbpt119970924.pdf
4037,1997,September 30 Meeting - 1997,"Greenbook:

                Part 2 (3.71 MB PDF)",/monetarypolicy/files/fomc19970930gbpt219970924.pdf
4038,1997,September 30 Meeting - 1997,"Greenbook:

                Supplement (615 KB PDF)",/monetarypolicy/files/fomc19970930gbsup19970926.pdf
4039,1997,September 30 Meeting - 1997,Bluebook (777 KB PDF),/monetarypolicy/files/fomc19970930bluebook19970926.pdf
4040,1997,September 30 Meeting - 1997,Agenda (25 KB PDF),/monetarypolicy/files/FOMC19970930Agenda.pdf
4041,1997,September 30 Meeting - 1997," (Released November 13, 1997)Minutes",/fomc/minutes/19970930.htm
4042,1997,September 30 Meeting - 1997,Transcript (4.05 MB PDF),/monetarypolicy/files/FOMC19970930meeting.pdf
4043,1997,September 30 Meeting - 1997,Presentation materials (133 KB PDF),/monetarypolicy/files/FOMC19970930material.pdf
4044,1997,November 12 Meeting - 1997,Beige Book: 1.93 MB PDF,/monetarypolicy/files/fomc19971112beige19971029.pdf
4045,1997,November 12 Meeting - 1997,Beige Book: HTML,/fomc/beigebook/1997/19971029/default.htm
4046,1997,November 12 Meeting - 1997,"Greenbook:

                Part 1 (2.17 MB PDF)",/monetarypolicy/files/fomc19971112gbpt119971106.pdf
4047,1997,November 12 Meeting - 1997,"Greenbook:

                Part 2 (3.98 MB PDF)",/monetarypolicy/files/fomc19971112gbpt219971105.pdf
4048,1997,November 12 Meeting - 1997,"Greenbook:

                Supplement (418 KB PDF)",/monetarypolicy/files/fomc19971112gbsup19971107.pdf
4049,1997,November 12 Meeting - 1997,Bluebook (929 KB PDF),/monetarypolicy/files/fomc19971112bluebook19971107.pdf
4050,1997,November 12 Meeting - 1997,Agenda (27 KB PDF),/monetarypolicy/files/FOMC19971112Agenda.pdf
4051,1997,November 12 Meeting - 1997," (Released December 18, 1997)Minutes",/fomc/minutes/19971112.htm
4052,1997,November 12 Meeting - 1997,Transcript (4.91 MB PDF),/monetarypolicy/files/FOMC19971112meeting.pdf
4053,1997,November 12 Meeting - 1997,Presentation materials (336 KB PDF),/monetarypolicy/files/FOMC19971112material.pdf
4054,1997,December 16 Meeting - 1997,Beige Book: 1.93 MB PDF,/monetarypolicy/files/fomc19971216beige19971203.pdf
4055,1997,December 16 Meeting - 1997,Beige Book: HTML,/fomc/beigebook/1997/19971203/default.htm
4056,1997,December 16 Meeting - 1997,"Greenbook:

                Part 1 (1.95 MB PDF)",/monetarypolicy/files/fomc19971216gbpt119971211.pdf
4057,1997,December 16 Meeting - 1997,"Greenbook:

                Part 2 (3.96 MB PDF)",/monetarypolicy/files/fomc19971216gbpt219971211.pdf
4058,1997,December 16 Meeting - 1997,"Greenbook:

                Supplement (347 KB PDF)",/monetarypolicy/files/fomc19971216gbsup19971212.pdf
4059,1997,December 16 Meeting - 1997,Bluebook (1.02 MB PDF),/monetarypolicy/files/fomc19971216bluebook19971212.pdf
4060,1997,December 16 Meeting - 1997,Agenda (25 KB PDF),/monetarypolicy/files/FOMC19971216Agenda.pdf
4061,1997,December 16 Meeting - 1997," (Released February 5, 1998)Minutes",/fomc/minutes/19971216.htm
4062,1997,December 16 Meeting - 1997,Transcript (4.09 MB PDF),/monetarypolicy/files/FOMC19971216meeting.pdf
4063,1997,December 16 Meeting - 1997,Presentation materials (201 KB PDF),/monetarypolicy/files/FOMC19971216material.pdf
4064,1998,February 3-4 Meeting - 1998,Beige Book: 1.97 MB PDF,/monetarypolicy/files/fomc19980204beige19980121.pdf
4065,1998,February 3-4 Meeting - 1998,Beige Book: HTML,/fomc/beigebook/1998/19980121/default.htm
4066,1998,February 3-4 Meeting - 1998,"Greenbook:

                Part 1 (2.14 MB PDF)",/monetarypolicy/files/fomc19980204gbpt119980128.pdf
4067,1998,February 3-4 Meeting - 1998,"Greenbook:

                Part 2 (4.57 MB PDF)",/monetarypolicy/files/fomc19980204gbpt219980128.pdf
4068,1998,February 3-4 Meeting - 1998,"Greenbook:

                Supplement (313 KB PDF)",/monetarypolicy/files/fomc19980204gbsup19980130.pdf
4069,1998,February 3-4 Meeting - 1998,Bluebook (1.41 MB PDF),/monetarypolicy/files/fomc19980204bluebook19980130.pdf
4070,1998,February 3-4 Meeting - 1998,Agenda (62 KB PDF),/monetarypolicy/files/FOMC19980204Agenda.pdf
4071,1998,February 3-4 Meeting - 1998," (Released April 2, 1998)Minutes",/fomc/minutes/19980203.htm
4072,1998,February 3-4 Meeting - 1998,Transcript (5.77 MB PDF),/monetarypolicy/files/FOMC19980204meeting.pdf
4073,1998,February 3-4 Meeting - 1998,Presentation materials (619 KB PDF),/monetarypolicy/files/FOMC19980204material.pdf
4074,1998,March 31 Meeting - 1998,Beige Book: 2.04 MB PDF,/monetarypolicy/files/fomc19980331beige19980318.pdf
4075,1998,March 31 Meeting - 1998,Beige Book: HTML,/fomc/beigebook/1998/19980318/default.htm
4076,1998,March 31 Meeting - 1998,"Greenbook:

                Part 1 (2.24 MB PDF)",/monetarypolicy/files/fomc19980331gbpt119980325.pdf
4077,1998,March 31 Meeting - 1998,"Greenbook:

                Part 2 (4.33 MB PDF)",/monetarypolicy/files/fomc19980331gbpt219980325.pdf
4078,1998,March 31 Meeting - 1998,"Greenbook:

                Supplement (358 KB PDF)",/monetarypolicy/files/fomc19980331gbsup19980327.pdf
4079,1998,March 31 Meeting - 1998,Bluebook (853 KB PDF),/monetarypolicy/files/fomc19980331bluebook19980327.pdf
4080,1998,March 31 Meeting - 1998,Agenda (28 KB PDF),/monetarypolicy/files/FOMC19980331Agenda.pdf
4081,1998,March 31 Meeting - 1998," (Released May 21, 1998)Minutes",/fomc/minutes/19980331.htm
4082,1998,March 31 Meeting - 1998,Transcript (4.48 MB PDF),/monetarypolicy/files/FOMC19980331meeting.pdf
4083,1998,March 31 Meeting - 1998,Presentation materials (274 KB PDF),/monetarypolicy/files/FOMC19980331material.pdf
4084,1998,May 19 Meeting - 1998,Beige Book: 1.96 MB PDF,/monetarypolicy/files/fomc19980519beige19980506.pdf
4085,1998,May 19 Meeting - 1998,Beige Book: HTML,/fomc/beigebook/1998/19980506/default.htm
4086,1998,May 19 Meeting - 1998,"Greenbook:

                Part 1 (2.23 MB PDF)",/monetarypolicy/files/fomc19980519gbpt119980514.pdf
4087,1998,May 19 Meeting - 1998,"Greenbook:

                Part 2 (4.87 MB PDF)",/monetarypolicy/files/fomc19980519gbpt219980514.pdf
4088,1998,May 19 Meeting - 1998,"Greenbook:

                Supplement (297 KB PDF)",/monetarypolicy/files/fomc19980519gbsup19980515.pdf
4089,1998,May 19 Meeting - 1998,Bluebook (916 KB PDF),/monetarypolicy/files/fomc19980519bluebook19980515.pdf
4090,1998,May 19 Meeting - 1998,Agenda (28 KB PDF),/monetarypolicy/files/FOMC19980519Agenda.pdf
4091,1998,May 19 Meeting - 1998," (Released July 2, 1998)Minutes",/fomc/minutes/19980519.htm
4092,1998,May 19 Meeting - 1998,Transcript (5.12 MB PDF),/monetarypolicy/files/FOMC19980519meeting.pdf
4093,1998,May 19 Meeting - 1998,Presentation materials (204 KB PDF),/monetarypolicy/files/FOMC19980519material.pdf
4094,1998,June 30-July 1 Meeting - 1998,Beige Book: 2.09 MB PDF,/monetarypolicy/files/fomc19980701beige19980617.pdf
4095,1998,June 30-July 1 Meeting - 1998,Beige Book: HTML,/fomc/beigebook/1998/19980617/default.htm
4096,1998,June 30-July 1 Meeting - 1998,"Greenbook:

                Part 1 (2.14 MB PDF)",/monetarypolicy/files/fomc19980701gbpt119980624.pdf
4097,1998,June 30-July 1 Meeting - 1998,"Greenbook:

                Supplement (391 KB PDF)",/monetarypolicy/files/fomc19980701gbsup19980626.pdf
