index,start_date,year,month,ffed,pceh,ip,unrate,TargetChange,DEAJKold,r,LastChange,LastCFOMC,Scale,FOMCMeetings,DY2K,D911,month2,month3,month4,month5,month6,month7,month8,month9,month10,month11,month12,PCEH,UNRATE,PCEH1,UNRATE1,Crisis,DEAJKoldXCrisis
0,1988-02-09,1988,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1988-03-29,1988,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1988-05-17,1988,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1988-06-29,1988,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1988-08-16,1988,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1988-09-20,1988,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1988-11-01,1988,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1988-12-13,1988,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1989-02-07,1989,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,1989-03-28,1989,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,1989-05-16,1989,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,1989-07-05,1989,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,1989-08-22,1989,8,8.989999800000001,64.862999,61.5,5.1999998,0.0,-0.08409952400000001,9.0,-0.5,-0.5,3.4444444444444446,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2269027221660735,-0.0999999999999996,0.2134802722799236,0.0999999999999996,0.0,0.0
36,1989-10-03,1989,10,8.840000199999999,65.260002,61.299999,5.3000002,-0.25,-0.10190693,9.0,0.0,0.0,1.1071428571428568,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2186836735608608,0.0999999999999996,0.0061670341210629,0.0,0.0,0.0
39,1989-11-14,1989,11,8.5500002,65.400002,61.5,5.4000001,-0.25,-0.10000038,8.75,-0.25,-0.25,1.875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3915101151042677,0.0,0.2186836735608608,0.0999999999999996,0.0,0.0
41,1989-12-18,1989,12,8.4499998,65.587997,61.900002,5.4000001,-0.25,0.22688384,8.5,-0.25,-0.25,2.583333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2142967297978657,0.1000000000000005,0.3915101151042677,0.0,0.0,0.0
44,1990-02-06,1990,2,8.2399998,66.363998,62.099998,5.3000002,0.0,-0.05563252,8.25,0.0,0.0,1.333333333333333,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412842305272421,0.0,0.2870493924468747,0.0,0.0,0.0
47,1990-03-27,1990,3,8.279999700000001,66.60700200000001,62.400002,5.1999998,0.0,0.023440689,8.25,0.0,0.0,7.75,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4349146088214866,-0.1000000000000005,0.7412842305272421,0.0,0.0,0.0
50,1990-05-15,1990,5,8.1800003,66.894997,62.400002,5.4000001,0.0,0.042567704000000005,8.25,0.0,0.0,1.9375,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2159601313255166,0.2000000000000002,0.3654936347184616,-0.0999999999999996,0.0,0.0
53,1990-07-02,1990,7,8.1499996,67.347,62.599998,5.5,-0.25,-0.096443556,8.25,0.0,0.0,1.1071428571428568,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4400201006475868,-0.2000000000000002,0.2154947484033869,0.0,0.0,0.0
56,1990-08-21,1990,8,8.130000099999998,67.795998,62.700001,5.6999998,0.0,-0.07582286,8.0,-0.25,-0.25,3.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2333931502382143,0.2999999999999998,0.4400201006475868,-0.2000000000000002,0.0,0.0
59,1990-10-02,1990,10,8.1099997,68.600998,62.400002,5.9000001,-0.25,-0.18766811,8.0,0.0,0.0,1.068965517241379,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6146626219216387,0.2000000000000002,0.6644837721367479,0.2000000000000002,0.0,0.0
62,1990-11-13,1990,11,7.809999900000001,68.683998,61.599998,6.1999998,-0.25,-0.20600544,7.75,-0.25,-0.25,1.7647058823529411,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5657289510043029,0.0,0.6146626219216387,0.2000000000000002,0.0,0.0
65,1990-12-18,1990,12,7.309999900000001,68.739998,61.200001,6.3000002,-0.5,0.32000017,7.5,-0.25,-0.25,2.3846153846153846,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1209163566488201,0.2999999999999998,0.5657289510043029,0.0,0.0,0.0
67,1991-02-05,1991,2,6.25,69.019997,60.5,6.599999900000001,-0.5,-0.11999989,6.75,-0.25,-0.25,1.272727272727273,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3702766781830746,0.1000000000000005,0.0814995970131349,0.0999999999999996,0.0,0.0
69,1991-03-26,1991,3,6.119999900000001,69.030998,60.200001,6.8000002,-0.25,0.11000013,6.25,-0.5,-0.5,6.2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0362279466339146,0.1999999999999993,0.3702766781830746,0.1000000000000005,0.0,0.0
72,1991-05-14,1991,5,5.7800002,69.439003,60.900002,6.900000099999999,0.0,-0.064434111,5.75,-0.25,-0.25,1.823529411764706,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1765762052029345,-0.0999999999999996,0.015936139576353998,0.2000000000000002,0.0,0.0
74,1991-07-02,1991,7,5.8200002,69.666,61.5,6.8000002,0.0,0.01770222,5.75,0.0,0.0,1.1071428571428568,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1683514193080669,0.0,0.4127228209091527,0.2000000000000002,0.0,0.0
77,1991-08-20,1991,8,5.6599998,69.82599599999999,61.599998,6.900000099999999,-0.25,0.070000172,5.75,0.0,0.0,2.8181818181818183,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1580210353101847,-0.1000000000000005,0.1683514193080669,0.0,0.0,0.0
79,1991-10-01,1991,10,5.21,70.195999,62.0,7.0,-0.25,-0.070723698,5.25,-0.25,-0.25,1.033333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3431221734846304,0.0,0.2294039373845749,0.1000000000000005,0.0,0.0
81,1991-11-05,1991,11,4.8099999,70.347,61.900002,7.0,-0.25,-0.10454795,5.0,-0.25,-0.25,1.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1853674369744454,0.0999999999999996,0.3431221734846304,0.0,0.0,0.0
83,1991-12-17,1991,12,4.4299998,70.518997,61.700001,7.3000002,-0.5,-0.03000021,4.75,-0.25,-0.25,2.3846153846153846,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2148809376518557,0.0,0.1853674369744454,0.0999999999999996,0.0,0.0
85,1992-02-04,1992,2,4.059999899999999,70.788002,61.799999,7.400000099999999,0.0,-0.080777429,4.0,0.0,0.0,1.208333333333333,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1317924672271715,0.0,0.2442038326885836,0.2999999999999998,0.0,0.0
87,1992-03-31,1992,3,3.98,70.960999,62.299999,7.400000099999999,0.0,-0.019999981,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2489393081901881,0.1000000000000005,0.1317924672271715,0.0,0.0,0.0
90,1992-05-19,1992,5,3.8199998999999996,71.247002,63.0,7.599999900000001,0.0,-0.17779186,3.75,-0.25,-0.25,2.583333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2688003419865481,0.0,0.2440935539536326,0.0,0.0,0.0
93,1992-06-30,1992,6,3.76,71.373001,63.0,7.8000002,0.0,0.019999981,3.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1334279230810012,0.1999999999999993,0.2688003419865481,0.0,0.0,0.0
96,1992-08-18,1992,8,3.3,71.70300300000001,63.200001,7.599999900000001,0.0,-0.11891272,3.25,-0.5,-0.5,2.3846153846153846,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3287153000821945,-0.0999999999999996,0.176693356866565,0.2000000000000002,0.0,0.0
99,1992-10-06,1992,10,3.0999999,72.077003,63.799999,7.3000002,0.0,-0.14269535,3.0,-0.25,-0.25,2.3846153846153846,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1644324664688384,0.0,0.1325788165810877,-0.1000000000000005,0.0,0.0
101,1992-11-17,1992,11,3.0899999,72.222,64.099998,7.400000099999999,0.0,-0.054076958,3.0,0.0,0.0,2.3076923076923066,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3558079613038103,-0.2999999999999998,0.1644324664688384,0.0,0.0,0.0
103,1992-12-22,1992,12,2.9200001,72.34899899999999,64.099998,7.400000099999999,0.0,0.27375001,3.0,0.0,0.0,3.4444444444444446,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.20097166134769398,0.1000000000000005,0.3558079613038103,-0.2999999999999998,0.0,0.0
106,1993-02-02,1993,2,3.03,72.63200400000001,64.599998,7.099999900000001,0.0,-0.023131985,3.0,0.0,0.0,1.12,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2402121647630224,-0.1000000000000005,0.1756922656251163,0.0,0.0,0.0
109,1993-03-23,1993,3,3.0699999,72.779999,64.599998,7.0,0.0,-0.08995308,3.0,0.0,0.0,3.875,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15018431399221302,-0.2000000000000002,0.2402121647630224,-0.1000000000000005,0.0,0.0
112,1993-05-18,1993,5,3.0,73.202003,64.599998,7.099999900000001,0.0,-0.08413443699999999,3.0,0.0,0.0,2.3846153846153846,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2689427785330736,0.0999999999999996,0.2035596114558302,-0.0999999999999996,0.0,0.0
115,1993-07-06,1993,7,3.0599998999999998,73.344002,64.900002,6.900000099999999,0.0,-0.049722455,3.0,0.0,0.0,1.291666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0355118490380733,-0.0999999999999996,0.3092123029042568,0.0,0.0,0.0
118,1993-08-17,1993,8,3.03,73.470001,64.900002,6.8000002,0.0,0.003978024,3.0,0.0,0.0,2.2142857142857135,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.15828401634519199,-0.0999999999999996,0.0355118490380733,-0.0999999999999996,0.0,0.0
121,1993-09-21,1993,9,3.0899999,73.54900400000001,65.199997,6.6999998,0.0,-0.11293422,3.0,0.0,0.0,3.333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1716457979965753,-0.1000000000000005,0.15828401634519199,-0.0999999999999996,0.0,0.0
124,1993-11-16,1993,11,3.02,73.916,65.900002,6.599999900000001,0.0,-0.019606872,3.0,0.0,0.0,2.142857142857143,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3122287506103589,0.0999999999999996,0.1074691129766165,-0.0999999999999996,0.0,0.0
127,1993-12-21,1993,12,2.96,73.931999,66.300003,6.5,0.0,0.20039603,3.0,0.0,0.0,3.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1855175047123225,-0.2000000000000002,0.3122287506103589,0.0999999999999996,0.0,0.0
130,1994-02-03,1994,2,3.25,74.125999,66.599998,6.599999900000001,0.25,0.12900852,3.0,0.0,0.0,1.166666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0324569947671876,0.0999999999999996,0.0216438505255496,-0.0999999999999996,0.0,0.0
133,1994-03-22,1994,3,3.3399998999999996,74.332001,67.300003,6.5,0.25,0.19016217,3.25,0.25,0.25,3.4444444444444446,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.229602618391084,0.0,0.0324569947671876,0.0999999999999996,0.0,0.0
135,1994-05-17,1994,5,4.0100002,74.527,68.0,6.0999999,0.5,0.29757127,3.75,0.25,0.25,2.2142857142857135,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1169740168740532,-0.0999999999999996,0.2775197459387186,-0.0999999999999996,0.0,0.0
138,1994-07-05,1994,7,4.2600002,74.943001,68.599998,6.0999999,0.0,0.15885438,4.25,0.0,0.0,1.24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2398934362288401,0.0,0.1450190255897041,-0.3000000000000007,0.0,0.0
141,1994-08-16,1994,8,4.4699998,75.110001,68.900002,6.0,0.5,0.31171468,4.25,0.0,0.0,2.066666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3167414391571128,0.0,0.2398934362288401,0.0,0.0,0.0
144,1994-09-27,1994,9,4.73,75.194,69.199997,5.9000001,0.0,0.019689896999999998,4.75,0.5,0.5,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2225881108018939,-0.0999999999999996,0.3167414391571128,0.0,0.0,0.0
147,1994-11-15,1994,11,5.29,75.468002,70.199997,5.5999999,0.5,0.62252396,4.75,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.168753984837565,-0.1000000000000005,0.1117734840660773,-0.0999999999999996,0.0,0.0
150,1994-12-20,1994,12,5.4499998,75.51799799999999,70.900002,5.5,0.0,0.27743769,5.5,0.75,0.75,2.8181818181818183,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1949744962409454,-0.2000000000000002,0.168753984837565,-0.1000000000000005,0.0,0.0
