,DATE,INDPRO,PCEPI,PCEPI_PCA,UNRATE
0,1919-01-01,5.0124,,,
1,1919-02-01,4.7908,,,
2,1919-03-01,4.6524,,,
3,1919-04-01,4.7355,,,
4,1919-05-01,4.7632,,,
5,1919-06-01,5.0678,,,
6,1919-07-01,5.3724,,,
7,1919-08-01,5.4555,,,
8,1919-09-01,5.3447,,,
9,1919-10-01,5.2893,,,
10,1919-11-01,5.2062,,,
11,1919-12-01,5.2893,,,
12,1920-01-01,5.7878,,,
13,1920-02-01,5.7878,,,
14,1920-03-01,5.677,,,
15,1920-04-01,5.3724,,,
16,1920-05-01,5.5109,,,
17,1920-06-01,5.5663,,,
18,1920-07-01,5.4278,,,
19,1920-08-01,5.4555,,,
20,1920-09-01,5.2616,,,
21,1920-10-01,5.0401,,,
22,1920-11-01,4.6247,,,
23,1920-12-01,4.3478,,,
24,1921-01-01,4.0985,,,
25,1921-02-01,4.0155,,,
26,1921-03-01,3.9047,,,
27,1921-04-01,3.9047,,,
28,1921-05-01,4.0155,,,
29,1921-06-01,3.9878,,,
30,1921-07-01,3.9601,,,
31,1921-08-01,4.0985,,,
32,1921-09-01,4.1262,,,
33,1921-10-01,4.3755,,,
34,1921-11-01,4.3201,,,
35,1921-12-01,4.2924,,,
36,1922-01-01,4.4585,,,
37,1922-02-01,4.6524,,,
38,1922-03-01,4.9016,,,
39,1922-04-01,4.7355,,,
40,1922-05-01,4.9847,,,
41,1922-06-01,5.2339,,,
42,1922-07-01,5.2339,,,
43,1922-08-01,5.1232,,,
44,1922-09-01,5.4001,,,
45,1922-10-01,5.7047,,,
46,1922-11-01,5.9539,,,
47,1922-12-01,6.1201,,,
48,1923-01-01,5.9816,,,
49,1923-02-01,6.0647,,,
50,1923-03-01,6.2586,,,
51,1923-04-01,6.397,,,
52,1923-05-01,6.4801,,,
53,1923-06-01,6.4247,,,
54,1923-07-01,6.3693,,,
55,1923-08-01,6.2586,,,
56,1923-09-01,6.1201,,,
57,1923-10-01,6.0924,,,
58,1923-11-01,6.0924,,,
59,1923-12-01,5.9539,,,
60,1924-01-01,6.0924,,,
61,1924-02-01,6.2032,,,
62,1924-03-01,6.0924,,,
63,1924-04-01,5.8986,,,
64,1924-05-01,5.6493,,,
65,1924-06-01,5.4001,,,
66,1924-07-01,5.317,,,
67,1924-08-01,5.5109,,,
68,1924-09-01,5.7047,,,
69,1924-10-01,5.8432,,,
70,1924-11-01,5.954,,,
71,1924-12-01,6.1201,,,
72,1925-01-01,6.314,,,
73,1925-02-01,6.314,,,
74,1925-03-01,6.314,,,
75,1925-04-01,6.3693,,,
76,1925-05-01,6.3416,,,
77,1925-06-01,6.2863,,,
78,1925-07-01,6.4524,,,
79,1925-08-01,6.3416,,,
80,1925-09-01,6.2586,,,
81,1925-10-01,6.5078,,,
82,1925-11-01,6.6463,,,
83,1925-12-01,6.7293,,,
84,1926-01-01,6.6186,,,
85,1926-02-01,6.6186,,,
86,1926-03-01,6.7017,,,
87,1926-04-01,6.7017,,,
88,1926-05-01,6.6463,,,
89,1926-06-01,6.7293,,,
90,1926-07-01,6.757,,,
91,1926-08-01,6.8401,,,
92,1926-09-01,6.9509,,,
93,1926-10-01,6.9509,,,
94,1926-11-01,6.9232,,,
95,1926-12-01,6.8955,,,
96,1927-01-01,6.8678,,,
97,1927-02-01,6.9232,,,
98,1927-03-01,7.0063,,,
99,1927-04-01,6.8401,,,
100,1927-05-01,6.8955,,,
101,1927-06-01,6.8678,,,
102,1927-07-01,6.7847,,,
103,1927-08-01,6.7847,,,
104,1927-09-01,6.674,,,
105,1927-10-01,6.5355,,,
106,1927-11-01,6.5355,,,
107,1927-12-01,6.5632,,,
108,1928-01-01,6.7017,,,
109,1928-02-01,6.757,,,
110,1928-03-01,6.8124,,,
111,1928-04-01,6.7847,,,
112,1928-05-01,6.8678,,,
113,1928-06-01,6.9232,,,
114,1928-07-01,7.0063,,,
115,1928-08-01,7.1447,,,
116,1928-09-01,7.2001,,,
117,1928-10-01,7.3386,,,
118,1928-11-01,7.477,,,
119,1928-12-01,7.6155,,,
120,1929-01-01,7.7263,,,
121,1929-02-01,7.6986,,,
122,1929-03-01,7.7263,,,
123,1929-04-01,7.8648,,,
124,1929-05-01,8.0032,,,
125,1929-06-01,8.0586,,,
126,1929-07-01,8.1694,,,
127,1929-08-01,8.0863,,,
128,1929-09-01,8.0309,,,
129,1929-10-01,7.8924,,,
130,1929-11-01,7.5047,,,
131,1929-12-01,7.1724,,,
132,1930-01-01,7.1724,,,
133,1930-02-01,7.1447,,,
134,1930-03-01,7.034,,,
135,1930-04-01,6.9786,,,
136,1930-05-01,6.8678,,,
137,1930-06-01,6.674,,,
138,1930-07-01,6.3693,,,
139,1930-08-01,6.2309,,,
140,1930-09-01,6.1201,,,
141,1930-10-01,5.9539,,,
142,1930-11-01,5.8155,,,
143,1930-12-01,5.677,,,
144,1931-01-01,5.6493,,,
145,1931-02-01,5.677,,,
146,1931-03-01,5.7878,,,
147,1931-04-01,5.8155,,,
148,1931-05-01,5.7324,,,
149,1931-06-01,5.5939,,,
150,1931-07-01,5.5109,,,
151,1931-08-01,5.317,,,
152,1931-09-01,5.0678,,,
153,1931-10-01,4.8739,,,
154,1931-11-01,4.8185,,,
155,1931-12-01,4.7908,,,
156,1932-01-01,4.6524,,,
157,1932-02-01,4.5416,,,
158,1932-03-01,4.4862,,,
159,1932-04-01,4.1816,,,
160,1932-05-01,4.0431,,,
161,1932-06-01,3.9047,,,
162,1932-07-01,3.7939,,,
163,1932-08-01,3.9047,,,
164,1932-09-01,4.1539,,,
165,1932-10-01,4.2924,,,
166,1932-11-01,4.2924,,,
167,1932-12-01,4.2093,,,
168,1933-01-01,4.1262,,,
169,1933-02-01,4.1539,,,
170,1933-03-01,3.9047,,,
171,1933-04-01,4.1816,,,
172,1933-05-01,4.8739,,,
173,1933-06-01,5.6216,,,
174,1933-07-01,6.1478,,,
175,1933-08-01,5.8986,,,
176,1933-09-01,5.5663,,,
177,1933-10-01,5.2893,,,
178,1933-11-01,4.9847,,,
179,1933-12-01,5.0124,,,
180,1934-01-01,5.1785,,,
181,1934-02-01,5.4278,,,
182,1934-03-01,5.677,,,
183,1934-04-01,5.677,,,
184,1934-05-01,5.7878,,,
185,1934-06-01,5.677,,,
186,1934-07-01,5.2893,,,
187,1934-08-01,5.2339,,,
188,1934-09-01,4.9293,,,
189,1934-10-01,5.1509,,,
190,1934-11-01,5.2062,,,
191,1934-12-01,5.5386,,,
192,1935-01-01,5.9816,,,
193,1935-02-01,6.0924,,,
194,1935-03-01,6.0647,,,
195,1935-04-01,5.9539,,,
196,1935-05-01,5.9539,,,
197,1935-06-01,6.037,,,
198,1935-07-01,6.037,,,
199,1935-08-01,6.2586,,,
200,1935-09-01,6.4247,,,
201,1935-10-01,6.6186,,,
202,1935-11-01,6.757,,,
203,1935-12-01,6.8401,,,
204,1936-01-01,6.7293,,,
205,1936-02-01,6.5632,,,
206,1936-03-01,6.6463,,,
207,1936-04-01,7.0617,,,
208,1936-05-01,7.2001,,,
209,1936-06-01,7.3386,,,
210,1936-07-01,7.477,,,
211,1936-08-01,7.5878,,,
212,1936-09-01,7.7263,,,
213,1936-10-01,7.8371,,,
214,1936-11-01,8.0586,,,
215,1936-12-01,8.3078,,,
216,1937-01-01,8.2801,,,
217,1937-02-01,8.3909,,,
218,1937-03-01,8.5848,,,
219,1937-04-01,8.5848,,,
220,1937-05-01,8.6125,,,
221,1937-06-01,8.5017,,,
222,1937-07-01,8.5571,,,
223,1937-08-01,8.5017,,,
224,1937-09-01,8.2248,,,
225,1937-10-01,7.6155,,,
226,1937-11-01,6.8678,,,
227,1937-12-01,6.2586,,,
228,1938-01-01,6.1201,,,
229,1938-02-01,6.0647,,,
230,1938-03-01,6.0647,,,
231,1938-04-01,5.9539,,,
232,1938-05-01,5.8155,,,
233,1938-06-01,5.8709,,,
234,1938-07-01,6.2032,,,
235,1938-08-01,6.5355,,,
236,1938-09-01,6.7293,,,
237,1938-10-01,6.8955,,,
238,1938-11-01,7.1724,,,
239,1938-12-01,7.2555,,,
240,1939-01-01,7.2555,,,
241,1939-02-01,7.3109,,,
242,1939-03-01,7.3386,,,
243,1939-04-01,7.3109,,,
244,1939-05-01,7.2832,,,
245,1939-06-01,7.4494,,,
246,1939-07-01,7.6709,,,
247,1939-08-01,7.7817,,,
248,1939-09-01,8.2525,,,
249,1939-10-01,8.6678,,,
250,1939-11-01,8.8894,,,
251,1939-12-01,8.8894,,,
252,1940-01-01,8.7786,,,
253,1940-02-01,8.5017,,,
254,1940-03-01,8.3078,,,
255,1940-04-01,8.474,,,
256,1940-05-01,8.7232,,,
257,1940-06-01,9.0002,,,
258,1940-07-01,9.1109,,,
259,1940-08-01,9.1663,,,
260,1940-09-01,9.3602,,,
261,1940-10-01,9.4986,,,
262,1940-11-01,9.7202,,,
263,1940-12-01,10.0525,,,
264,1941-01-01,10.3017,,,
265,1941-02-01,10.6063,,,
266,1941-03-01,10.9386,,,
267,1941-04-01,10.9663,,,
268,1941-05-01,11.4648,,,
269,1941-06-01,11.5479,,,
270,1941-07-01,11.6864,,,
271,1941-08-01,11.8248,,,
272,1941-09-01,11.8248,,,
273,1941-10-01,11.9356,,,
274,1941-11-01,11.991,,,
275,1941-12-01,12.1848,,,
276,1942-01-01,12.4341,,,
277,1942-02-01,12.6556,,,
278,1942-03-01,12.7941,,,
279,1942-04-01,12.4341,,,
280,1942-05-01,12.4617,,,
281,1942-06-01,12.4895,,,
282,1942-07-01,12.7941,,,
283,1942-08-01,13.1818,,,
284,1942-09-01,13.4864,,,
285,1942-10-01,13.9295,,,
286,1942-11-01,14.2618,,,
287,1942-12-01,14.5941,,,
288,1943-01-01,14.7326,,,
289,1943-02-01,15.1203,,,
290,1943-03-01,15.231,,,
291,1943-04-01,15.4249,,,
292,1943-05-01,15.5356,,,
293,1943-06-01,15.4526,,,
294,1943-07-01,15.9233,,,
295,1943-08-01,16.2557,,,
296,1943-09-01,16.6711,,,
297,1943-10-01,16.9203,,,
298,1943-11-01,17.1418,,,
299,1943-12-01,16.9203,,,
300,1944-01-01,17.1141,,,
301,1944-02-01,17.2526,,,
302,1944-03-01,17.2249,,,
303,1944-04-01,17.2249,,,
304,1944-05-01,17.1142,,,
305,1944-06-01,17.0588,,,
306,1944-07-01,17.0311,,,
307,1944-08-01,17.2526,,,
308,1944-09-01,17.1418,,,
309,1944-10-01,17.1972,,,
310,1944-11-01,17.0588,,,
311,1944-12-01,17.0034,,,
312,1945-01-01,16.8372,,,
313,1945-02-01,16.7818,,,
314,1945-03-01,16.671,,,
315,1945-04-01,16.3664,,,
316,1945-05-01,15.9234,,,
317,1945-06-01,15.5633,,,
318,1945-07-01,15.2034,,,
319,1945-08-01,13.6249,,,
320,1945-09-01,12.4064,,,
321,1945-10-01,11.9079,,,
322,1945-11-01,12.351,,,
323,1945-12-01,12.4064,,,
324,1946-01-01,11.714,,,
325,1946-02-01,11.1325,,,
326,1946-03-01,12.2956,,,
327,1946-04-01,12.0741,,,
328,1946-05-01,11.631,,,
329,1946-06-01,12.351,,,
330,1946-07-01,12.7664,,,
331,1946-08-01,13.2371,,,
332,1946-09-01,13.4864,,,
333,1946-10-01,13.7356,,,
334,1946-11-01,13.8187,,,
335,1946-12-01,13.9018,,,
336,1947-01-01,14.0679,,,
337,1947-02-01,14.151,,,
338,1947-03-01,14.2341,,,
339,1947-04-01,14.1233,,,
340,1947-05-01,14.1787,,,
341,1947-06-01,14.1787,,,
342,1947-07-01,14.0956,,,
343,1947-08-01,14.1787,,,
344,1947-09-01,14.2895,,,
345,1947-10-01,14.4279,,,
346,1947-11-01,14.6218,,,
347,1947-12-01,14.6772,,,
348,1948-01-01,14.7603,,,3.4
349,1948-02-01,14.788,,,3.8
350,1948-03-01,14.6218,,,4.0
351,1948-04-01,14.6495,,,3.9
352,1948-05-01,14.8987,,,3.5
353,1948-06-01,15.0926,,,3.6
354,1948-07-01,15.0926,,,3.6
355,1948-08-01,15.0372,,,3.9
356,1948-09-01,14.9264,,,3.8
357,1948-10-01,15.0372,,,3.7
358,1948-11-01,14.8433,,,3.8
359,1948-12-01,14.7049,,,4.0
360,1949-01-01,14.5664,,,4.3
361,1949-02-01,14.428,,,4.7
362,1949-03-01,14.151,,,5.0
363,1949-04-01,14.0679,,,5.3
364,1949-05-01,13.8741,,,6.1
365,1949-06-01,13.8464,,,6.2
366,1949-07-01,13.8187,,,6.7
367,1949-08-01,13.9572,,,6.8
368,1949-09-01,14.0956,,,6.6
369,1949-10-01,13.5695,,,7.9
370,1949-11-01,13.9295,,,6.4
371,1949-12-01,14.1787,,,6.6
372,1950-01-01,14.4279,,,6.5
373,1950-02-01,14.4833,,,6.4
374,1950-03-01,14.9541,,,6.3
375,1950-04-01,15.4526,,,5.8
376,1950-05-01,15.8126,,,5.5
377,1950-06-01,16.2834,,,5.4
378,1950-07-01,16.8095,,,5.0
379,1950-08-01,17.3357,,,4.5
380,1950-09-01,17.2249,,,4.4
381,1950-10-01,17.3357,,,4.2
382,1950-11-01,17.308,,,4.2
383,1950-12-01,17.6126,,,4.3
384,1951-01-01,17.668,,,3.7
385,1951-02-01,17.7788,,,3.4
386,1951-03-01,17.8618,,,3.4
387,1951-04-01,17.8895,,,3.1
388,1951-05-01,17.8342,,,3.0
389,1951-06-01,17.7511,,,3.2
390,1951-07-01,17.4741,,,3.1
391,1951-08-01,17.308,,,3.1
392,1951-09-01,17.4188,,,3.3
393,1951-10-01,17.3911,,,3.5
394,1951-11-01,17.5295,,,3.5
395,1951-12-01,17.6403,,,3.1
396,1952-01-01,17.8341,,,3.2
397,1952-02-01,17.9449,,,3.1
398,1952-03-01,18.0003,,,2.9
399,1952-04-01,17.8341,,,2.9
400,1952-05-01,17.668,,,3.0
401,1952-06-01,17.5018,,,3.0
402,1952-07-01,17.2249,,,3.2
403,1952-08-01,18.3326,,,3.4
404,1952-09-01,18.9972,,,3.1
405,1952-10-01,19.1911,,,3.0
406,1952-11-01,19.5788,,,2.8
407,1952-12-01,19.6896,,,2.7
408,1953-01-01,19.7449,,,2.9
409,1953-02-01,19.8557,,,2.6
410,1953-03-01,20.0219,,,2.6
411,1953-04-01,20.105,,,2.7
412,1953-05-01,20.2157,,,2.5
413,1953-06-01,20.1326,,,2.5
414,1953-07-01,20.3819,,,2.6
415,1953-08-01,20.2711,,,2.7
416,1953-09-01,19.8557,,,2.9
417,1953-10-01,19.6896,,,3.1
418,1953-11-01,19.2188,,,3.5
419,1953-12-01,18.748,,,4.5
420,1954-01-01,18.6095,,,4.9
421,1954-02-01,18.6649,,,5.2
422,1954-03-01,18.5542,,,5.7
423,1954-04-01,18.4434,,,5.9
424,1954-05-01,18.5542,,,5.9
425,1954-06-01,18.6096,,,5.6
426,1954-07-01,18.6372,,,5.8
427,1954-08-01,18.6095,,,6.0
428,1954-09-01,18.6372,,,6.1
429,1954-10-01,18.8588,,,5.7
430,1954-11-01,19.1634,,,5.3
431,1954-12-01,19.4126,,,5.0
432,1955-01-01,19.8557,,,4.9
433,1955-02-01,20.105,,,4.7
434,1955-03-01,20.5757,,,4.6
435,1955-04-01,20.825,,,4.7
436,1955-05-01,21.1573,,,4.3
437,1955-06-01,21.185,,,4.2
438,1955-07-01,21.3511,,,4.0
439,1955-08-01,21.3234,,,4.2
440,1955-09-01,21.4619,,,4.1
441,1955-10-01,21.8219,,,4.3
442,1955-11-01,21.8773,,,4.2
443,1955-12-01,21.9604,,,4.2
444,1956-01-01,22.0988,,,4.0
445,1956-02-01,21.905,,,3.9
446,1956-03-01,21.905,,,4.2
447,1956-04-01,22.0712,,,4.0
448,1956-05-01,21.8773,,,4.3
449,1956-06-01,21.6835,,,4.3
450,1956-07-01,21.0188,,,4.4
451,1956-08-01,21.8773,,,4.1
452,1956-09-01,22.3758,,,3.9
453,1956-10-01,22.5696,,,3.9
454,1956-11-01,22.3758,,,4.3
455,1956-12-01,22.7081,,,4.2
456,1957-01-01,22.625,,,4.2
457,1957-02-01,22.8466,,,3.9
458,1957-03-01,22.8189,,,3.7
459,1957-04-01,22.5142,,,3.9
460,1957-05-01,22.4312,,,4.1
461,1957-06-01,22.4866,,,4.3
462,1957-07-01,22.625,,,4.2
463,1957-08-01,22.625,,,4.1
464,1957-09-01,22.4312,,,4.4
465,1957-10-01,22.0988,,,4.5
466,1957-11-01,21.5727,,,5.1
467,1957-12-01,21.1573,,,5.2
468,1958-01-01,20.7696,,,5.8
469,1958-02-01,20.3265,,,6.4
470,1958-03-01,20.0773,,,6.7
471,1958-04-01,19.745,,,7.4
472,1958-05-01,19.9388,,,7.4
473,1958-06-01,20.465,,,7.3
474,1958-07-01,20.7696,,,7.5
475,1958-08-01,21.185,,,7.4
476,1958-09-01,21.3788,,,7.1
477,1958-10-01,21.6281,,,6.7
478,1958-11-01,22.265,,,6.2
479,1958-12-01,22.2927,,,6.2
480,1959-01-01,22.625,16.074,,6.0
481,1959-02-01,23.0681,16.089000000000002,1.1255899999999999,5.9
482,1959-03-01,23.4004,16.1,0.8235299999999999,5.6
483,1959-04-01,23.8989,16.132,2.41134,5.2
484,1959-05-01,24.2589,16.14,0.59672,5.1
485,1959-06-01,24.2866,16.186,3.4742,5.0
486,1959-07-01,23.705,16.22,2.55002,5.1
487,1959-08-01,22.9019,16.244,1.7901099999999999,5.2
488,1959-09-01,22.8743,16.285999999999998,3.14719,5.5
489,1959-10-01,22.7081,16.326,2.98746,5.7
490,1959-11-01,22.8466,16.336,0.73751,5.8
491,1959-12-01,24.2589,16.355,1.40465,5.3
492,1960-01-01,24.8958,16.346,-0.65835,5.2
493,1960-02-01,24.6743,16.363,1.25518,4.8
494,1960-03-01,24.4528,16.372,0.66203,5.4
495,1960-04-01,24.2589,16.432000000000002,4.48749,5.2
496,1960-05-01,24.2312,16.449,1.2485700000000002,5.1
497,1960-06-01,23.9266,16.456,0.5118699999999999,5.4
498,1960-07-01,23.8435,16.485,2.13535,5.5
499,1960-08-01,23.8158,16.512999999999998,2.05737,5.6
500,1960-09-01,23.5666,16.523,0.7291300000000001,5.5
501,1960-10-01,23.5389,16.542,1.38866,6.1
502,1960-11-01,23.2066,16.598,4.13889,6.1
503,1960-12-01,22.7635,16.601,0.21711,6.6
504,1961-01-01,22.7912,16.604,0.21706999999999999,6.6
505,1961-02-01,22.7635,16.62,1.1625,6.9
506,1961-03-01,22.902,16.61,-0.71964,6.9
507,1961-04-01,23.3727,16.6,-0.72007,7.0
508,1961-05-01,23.7327,16.609,0.65255,7.1
509,1961-06-01,24.065,16.617,0.57953,6.9
510,1961-07-01,24.342,16.653,2.63095,7.0
511,1961-08-01,24.5635,16.667,1.0135,6.6
512,1961-09-01,24.5358,16.686,1.37658,6.7
513,1961-10-01,25.0066,16.685,-0.07189,6.5
514,1961-11-01,25.3943,16.686,0.07194,6.1
515,1961-12-01,25.6158,16.69,0.28805,6.0
516,1962-01-01,25.3943,16.721,2.25179,5.8
517,1962-02-01,25.8097,16.767,3.35165,5.5
518,1962-03-01,25.9482,16.789,1.5859299999999998,5.6
519,1962-04-01,26.0035,16.808,1.3665200000000002,5.6
520,1962-05-01,25.9758,16.817999999999998,0.71629,5.5
521,1962-06-01,25.9205,16.829,0.7877,5.5
522,1962-07-01,26.1697,16.819000000000003,-0.71073,5.4
523,1962-08-01,26.1974,16.844,1.79835,5.7
524,1962-09-01,26.3635,16.927,6.076,5.6
525,1962-10-01,26.3912,16.909000000000002,-1.26863,5.4
526,1962-11-01,26.502,16.922,0.9265,5.7
527,1962-12-01,26.502,16.914,-0.56584,5.5
528,1963-01-01,26.6958,16.956,3.02081,5.7
529,1963-02-01,27.0005,16.974,1.28135,5.9
530,1963-03-01,27.1666,16.961,-0.91519,5.7
531,1963-04-01,27.4159,16.96,-0.07073,5.7
532,1963-05-01,27.7482,16.987000000000002,1.9271900000000002,5.9
533,1963-06-01,27.8313,17.024,2.6453,5.6
534,1963-07-01,27.7205,17.058,2.42312,5.6
535,1963-08-01,27.7759,17.081,1.63006,5.4
536,1963-09-01,28.0528,17.078,-0.21056,5.5
537,1963-10-01,28.2466,17.111,2.3435799999999998,5.5
538,1963-11-01,28.3851,17.135,1.6961700000000002,5.7
539,1963-12-01,28.3297,17.160999999999998,1.83611,5.5
540,1964-01-01,28.579,17.197,2.54658,5.6
541,1964-02-01,28.7728,17.221,1.68763,5.4
542,1964-03-01,28.7728,17.230999999999998,0.69905,5.4
543,1964-04-01,29.2436,17.245,0.97936,5.3
544,1964-05-01,29.4098,17.246,0.06961,5.1
545,1964-06-01,29.4928,17.271,1.75347,5.2
546,1964-07-01,29.6867,17.293,1.5393299999999999,4.9
547,1964-08-01,29.8805,17.305999999999997,0.90584,5.0
548,1964-09-01,29.9913,17.333,1.8883299999999998,5.1
549,1964-10-01,29.5759,17.343,0.69452,5.1
550,1964-11-01,30.4898,17.368,1.7435900000000002,4.8
551,1964-12-01,30.8498,17.393,1.7410599999999998,5.0
552,1965-01-01,31.1821,17.412,1.3187799999999998,4.9
553,1965-02-01,31.376,17.419,0.48349,5.1
554,1965-03-01,31.7913,17.442,1.5960299999999998,4.7
555,1965-04-01,31.9298,17.469,1.87348,4.8
556,1965-05-01,32.179,17.508,2.71217,4.6
557,1965-06-01,32.4283,17.559,3.5521,4.6
558,1965-07-01,32.7329,17.572,0.8920600000000001,4.4
559,1965-08-01,32.8713,17.576,0.2735,4.4
560,1965-09-01,32.9544,17.584,0.54757,4.3
561,1965-10-01,33.2868,17.59,0.41023000000000004,4.2
562,1965-11-01,33.4252,17.62,2.06592,4.1
563,1965-12-01,33.8406,17.684,4.44682,4.0
564,1966-01-01,34.1729,17.704,1.36563,4.0
565,1966-02-01,34.3945,17.778,5.13275,3.8
566,1966-03-01,34.8652,17.820999999999998,2.94139,3.8
567,1966-04-01,34.9206,17.883,4.255669999999999,3.8
568,1966-05-01,35.2529,17.905,1.48629,3.9
569,1966-06-01,35.4191,17.95,3.05796,3.8
570,1966-07-01,35.6129,17.984,2.29681,3.8
571,1966-08-01,35.6406,18.053,4.7025,3.8
572,1966-09-01,35.9729,18.11,3.85534,3.7
573,1966-10-01,36.2221,18.158,3.2273400000000003,3.7
574,1966-11-01,35.9729,18.185,1.799,3.6
575,1966-12-01,36.056,18.222,2.46908,3.8
576,1967-01-01,36.2261,18.224,0.13179000000000002,3.9
577,1967-02-01,35.8152,18.245,1.3915899999999999,3.8
578,1967-03-01,35.6133,18.255,0.6597,3.8
579,1967-04-01,35.9492,18.285,1.9899900000000001,3.8
580,1967-05-01,35.6356,18.32,2.3213,3.8
581,1967-06-01,35.6311,18.379,3.93382,3.9
582,1967-07-01,35.55,18.441,4.12406,3.8
583,1967-08-01,36.2311,18.499000000000002,3.84018,3.8
584,1967-09-01,36.1723,18.555,3.69372,3.8
585,1967-10-01,36.4669,18.605999999999998,3.34862,4.0
586,1967-11-01,36.9884,18.668,4.07282,3.9
587,1967-12-01,37.3868,18.698,1.94557,3.8
588,1968-01-01,37.3465,18.784000000000002,5.66109,3.7
589,1968-02-01,37.4804,18.861,5.03151,3.8
590,1968-03-01,37.5974,18.923,4.01675,3.7
591,1968-04-01,37.6518,18.982,3.80631,3.5
592,1968-05-01,38.0741,19.052,4.51611,3.5
593,1968-06-01,38.214,19.113,3.9105,3.7
