Date,OFR FSI,Credit,Equity valuation,Safe assets,Funding,Volatility,United States,Other advanced economies,Emerging markets
2004-11-08,-2.864,-2.121,-0.024,0.465,-0.124,-1.06,-0.638,-1.262,-0.964
2004-11-09,-2.879,-2.128,-0.019,0.465,-0.085,-1.112,-0.617,-1.299,-0.963
2004-11-10,-3.058,-2.177,-0.027,0.442,-0.157,-1.139,-0.734,-1.332,-0.992
2004-11-11,-3.045,-2.151,-0.056,0.458,-0.09,-1.206,-0.694,-1.367,-0.984
2004-11-12,-3.073,-2.135,-0.121,0.514,-0.142,-1.189,-0.749,-1.353,-0.971
2004-11-15,-3.103,-2.183,-0.136,0.479,-0.095,-1.168,-0.698,-1.416,-0.989
2004-11-16,-3.031,-2.19,-0.089,0.5,-0.1,-1.152,-0.676,-1.36,-0.995
2004-11-17,-2.908,-2.19,-0.126,0.588,-0.05,-1.13,-0.59,-1.34,-0.978
2004-11-18,-3.028,-2.23,-0.125,0.541,-0.14,-1.074,-0.705,-1.313,-1.01
2004-11-19,-2.903,-2.253,-0.07,0.598,-0.15,-1.028,-0.657,-1.238,-1.008
2004-11-22,-2.764,-2.184,-0.041,0.605,-0.126,-1.018,-0.657,-1.143,-0.964
2004-11-23,-2.786,-2.212,-0.044,0.609,-0.088,-1.051,-0.678,-1.12,-0.988
2004-11-24,-2.839,-2.239,-0.06,0.672,-0.183,-1.029,-0.736,-1.115,-0.988
2004-11-26,-2.726,-2.234,-0.068,0.706,-0.101,-1.029,-0.646,-1.097,-0.983
2004-11-29,-2.727,-2.26,-0.077,0.693,-0.119,-0.964,-0.64,-1.114,-0.973
2004-11-30,-2.578,-2.211,-0.041,0.665,-0.052,-0.939,-0.552,-1.053,-0.973
2004-12-01,-2.599,-2.21,-0.096,0.692,-0.016,-0.969,-0.564,-1.082,-0.953
2004-12-02,-2.734,-2.272,-0.129,0.614,-0.066,-0.881,-0.62,-1.13,-0.984
2004-12-03,-2.553,-2.198,-0.138,0.739,0.009,-0.965,-0.579,-1.032,-0.942
2004-12-06,-2.656,-2.205,-0.113,0.672,-0.054,-0.956,-0.639,-1.062,-0.955
2004-12-07,-2.632,-2.209,-0.067,0.661,-0.053,-0.964,-0.617,-1.062,-0.953
2004-12-08,-2.714,-2.163,-0.086,0.567,-0.074,-0.958,-0.677,-1.111,-0.926
2004-12-09,-2.793,-2.177,-0.063,0.529,-0.114,-0.968,-0.767,-1.083,-0.943
2004-12-10,-2.798,-2.162,-0.064,0.464,-0.091,-0.945,-0.762,-1.107,-0.929
2004-12-13,-2.82,-2.154,-0.118,0.519,-0.068,-0.999,-0.768,-1.138,-0.914
2004-12-14,-2.857,-2.157,-0.155,0.489,-0.046,-0.988,-0.771,-1.167,-0.919
2004-12-15,-2.812,-2.159,-0.168,0.572,-0.097,-0.96,-0.791,-1.1,-0.921
2004-12-16,-2.976,-2.225,-0.167,0.478,-0.057,-1.005,-0.78,-1.234,-0.962
2004-12-17,-2.896,-2.258,-0.148,0.513,-0.009,-0.994,-0.698,-1.24,-0.958
2004-12-20,-2.921,-2.24,-0.162,0.552,-0.045,-1.026,-0.735,-1.228,-0.958
2004-12-21,-3.006,-2.259,-0.191,0.523,0.001,-1.08,-0.749,-1.295,-0.962
2004-12-22,-3.092,-2.247,-0.226,0.514,-0.049,-1.084,-0.798,-1.324,-0.97
2004-12-23,-3.028,-2.231,-0.23,0.551,-0.056,-1.062,-0.798,-1.258,-0.972
2004-12-27,-2.959,-2.274,-0.23,0.611,-0.084,-0.982,-0.778,-1.182,-0.999
2004-12-28,-2.911,-2.264,-0.266,0.611,-0.022,-0.97,-0.799,-1.127,-0.985
2004-12-29,-3.089,-2.28,-0.261,0.564,-0.173,-0.939,-0.879,-1.217,-0.993
2004-12-30,-3.034,-2.253,-0.275,0.589,-0.191,-0.904,-0.852,-1.201,-0.981
2004-12-31,-2.826,-2.172,-0.074,0.562,-0.216,-0.926,-0.707,-1.186,-0.933
2005-01-03,-2.858,-2.126,-0.058,0.483,-0.278,-0.879,-0.731,-1.223,-0.904
2005-01-04,-2.975,-2.219,-0.024,0.371,-0.228,-0.875,-0.713,-1.298,-0.964
2005-01-05,-2.916,-2.16,0.014,0.366,-0.267,-0.869,-0.733,-1.26,-0.923
2005-01-06,-2.96,-2.1,-0.014,0.301,-0.254,-0.893,-0.765,-1.297,-0.898
2005-01-07,-3.18,-2.134,-0.018,0.254,-0.288,-0.994,-0.849,-1.414,-0.917
2005-01-10,-3.249,-2.113,-0.031,0.269,-0.288,-1.086,-0.89,-1.457,-0.902
2005-01-11,-3.212,-2.096,-0.013,0.292,-0.261,-1.134,-0.842,-1.479,-0.891
2005-01-12,-3.115,-2.113,-0.001,0.379,-0.242,-1.138,-0.845,-1.367,-0.903
2005-01-13,-3.128,-2.081,0.029,0.357,-0.253,-1.18,-0.822,-1.398,-0.908
2005-01-14,-3.306,-2.081,-0.016,0.314,-0.308,-1.215,-0.944,-1.433,-0.929
2005-01-18,-3.36,-2.049,-0.057,0.283,-0.286,-1.251,-0.979,-1.475,-0.906
2005-01-19,-3.328,-2.06,-0.029,0.271,-0.25,-1.26,-0.893,-1.531,-0.904
2005-01-20,-3.258,-2.005,0.023,0.245,-0.275,-1.246,-0.858,-1.511,-0.889
2005-01-21,-3.168,-2.0,0.05,0.299,-0.24,-1.277,-0.759,-1.519,-0.89
2005-01-24,-3.217,-2.027,0.052,0.304,-0.264,-1.282,-0.775,-1.528,-0.914
2005-01-25,-3.503,-2.102,0.025,0.222,-0.312,-1.336,-0.902,-1.639,-0.962
2005-01-26,-3.551,-2.128,-0.011,0.289,-0.303,-1.398,-0.948,-1.637,-0.966
2005-01-27,-3.511,-2.156,-0.015,0.285,-0.251,-1.374,-0.868,-1.674,-0.969
2005-01-28,-3.487,-2.108,0.004,0.276,-0.276,-1.383,-0.887,-1.654,-0.946
2005-01-31,-3.503,-2.087,-0.042,0.245,-0.255,-1.364,-0.903,-1.654,-0.946
2005-02-01,-3.708,-2.117,-0.082,0.235,-0.283,-1.461,-0.998,-1.76,-0.95
2005-02-02,-3.784,-2.144,-0.104,0.231,-0.265,-1.502,-1.044,-1.783,-0.957
2005-02-03,-3.91,-2.184,-0.095,0.17,-0.296,-1.505,-1.08,-1.849,-0.981
2005-02-04,-4.018,-2.144,-0.146,0.127,-0.261,-1.594,-1.138,-1.893,-0.987
2005-02-07,-4.099,-2.183,-0.177,0.066,-0.252,-1.553,-1.169,-1.919,-1.011
2005-02-08,-4.169,-2.211,-0.179,0.061,-0.281,-1.559,-1.227,-1.93,-1.012
2005-02-09,-4.047,-2.144,-0.148,0.081,-0.311,-1.525,-1.149,-1.912,-0.986
2005-02-10,-4.053,-2.184,-0.174,0.122,-0.32,-1.497,-1.162,-1.9,-0.991
2005-02-11,-4.161,-2.209,-0.217,0.131,-0.344,-1.522,-1.207,-1.95,-1.004
2005-02-14,-4.126,-2.24,-0.238,0.202,-0.323,-1.527,-1.175,-1.953,-0.998
2005-02-15,-4.108,-2.245,-0.261,0.233,-0.322,-1.513,-1.169,-1.938,-1.001
2005-02-16,-4.116,-2.273,-0.243,0.224,-0.285,-1.539,-1.204,-1.904,-1.008
2005-02-17,-4.126,-2.281,-0.219,0.241,-0.29,-1.577,-1.167,-1.942,-1.017
2005-02-18,-4.201,-2.327,-0.239,0.244,-0.275,-1.604,-1.169,-2.001,-1.031
2005-02-22,-3.808,-2.292,-0.172,0.374,-0.257,-1.461,-0.987,-1.816,-1.005
2005-02-23,-3.827,-2.284,-0.164,0.34,-0.261,-1.458,-1.038,-1.785,-1.004
2005-02-24,-4.1,-2.331,-0.196,0.311,-0.335,-1.549,-1.205,-1.873,-1.022
2005-02-25,-4.087,-2.314,-0.267,0.339,-0.245,-1.6,-1.141,-1.926,-1.02
2005-02-28,-4.019,-2.326,-0.25,0.332,-0.253,-1.522,-1.078,-1.905,-1.036
2005-03-01,-4.116,-2.347,-0.289,0.309,-0.25,-1.539,-1.118,-1.961,-1.037
2005-03-02,-4.019,-2.354,-0.29,0.28,-0.222,-1.433,-1.066,-1.916,-1.037
2005-03-03,-4.037,-2.347,-0.298,0.236,-0.205,-1.423,-1.03,-1.942,-1.065
2005-03-04,-4.124,-2.32,-0.345,0.301,-0.183,-1.577,-1.111,-1.956,-1.057
2005-03-07,-4.257,-2.387,-0.359,0.276,-0.211,-1.576,-1.173,-2.002,-1.082
2005-03-08,-4.11,-2.41,-0.326,0.352,-0.2,-1.526,-1.083,-1.937,-1.09
2005-03-09,-3.983,-2.417,-0.293,0.37,-0.204,-1.439,-0.995,-1.894,-1.094
2005-03-10,-3.826,-2.349,-0.265,0.386,-0.183,-1.415,-0.998,-1.774,-1.054
2005-03-11,-3.834,-2.359,-0.256,0.405,-0.186,-1.438,-0.937,-1.841,-1.056
2005-03-14,-3.865,-2.323,-0.258,0.346,-0.198,-1.432,-0.982,-1.85,-1.033
2005-03-15,-3.819,-2.243,-0.245,0.323,-0.196,-1.458,-0.917,-1.922,-0.98
2005-03-16,-3.517,-2.139,-0.197,0.374,-0.166,-1.389,-0.788,-1.79,-0.939
2005-03-17,-3.533,-2.081,-0.189,0.338,-0.165,-1.436,-0.782,-1.818,-0.933
2005-03-18,-3.683,-2.095,-0.209,0.315,-0.205,-1.489,-0.839,-1.897,-0.947
2005-03-21,-3.702,-2.027,-0.176,0.223,-0.265,-1.457,-0.88,-1.879,-0.943
2005-03-22,-3.634,-1.953,-0.144,0.166,-0.308,-1.395,-0.856,-1.836,-0.942
2005-03-23,-3.305,-1.885,-0.121,0.128,-0.104,-1.323,-0.621,-1.819,-0.865
2005-03-24,-3.522,-1.894,-0.132,0.104,-0.18,-1.42,-0.756,-1.908,-0.858
2005-03-28,-3.625,-1.857,-0.155,0.087,-0.271,-1.429,-0.846,-1.956,-0.823
2005-03-29,-3.469,-1.824,-0.105,0.091,-0.311,-1.32,-0.775,-1.889,-0.805
2005-03-30,-3.292,-1.78,-0.137,0.093,-0.134,-1.334,-0.71,-1.768,-0.814
2005-03-31,-3.101,-1.709,-0.03,0.109,-0.116,-1.355,-0.604,-1.691,-0.806
2005-04-01,-3.171,-1.676,-0.032,0.074,-0.092,-1.445,-0.607,-1.76,-0.804
2005-04-04,-3.252,-1.621,-0.02,0.034,-0.161,-1.484,-0.701,-1.776,-0.775
2005-04-05,-3.399,-1.667,-0.069,0.051,-0.19,-1.524,-0.775,-1.84,-0.784
2005-04-06,-3.493,-1.677,-0.093,0.049,-0.225,-1.547,-0.841,-1.851,-0.801
2005-04-07,-3.677,-1.72,-0.117,0.034,-0.274,-1.6,-0.947,-1.903,-0.827
2005-04-08,-3.543,-1.759,-0.107,0.074,-0.211,-1.54,-0.816,-1.89,-0.837
2005-04-11,-3.629,-1.683,-0.085,0.09,-0.362,-1.589,-0.955,-1.86,-0.814
2005-04-12,-3.652,-1.662,-0.084,0.074,-0.323,-1.657,-0.983,-1.871,-0.798
2005-04-13,-3.536,-1.648,-0.055,0.075,-0.296,-1.612,-0.861,-1.855,-0.82
2005-04-14,-3.312,-1.545,-0.006,0.006,-0.287,-1.48,-0.742,-1.79,-0.78
2005-04-15,-2.697,-1.382,0.107,0.05,-0.27,-1.202,-0.477,-1.506,-0.714
2005-04-18,-2.417,-1.279,0.203,0.097,-0.498,-0.94,-0.701,-1.032,-0.684
2005-04-19,-2.405,-1.279,0.144,0.148,-0.315,-1.103,-0.577,-1.149,-0.679
2005-04-20,-2.374,-1.357,0.19,0.159,-0.323,-1.043,-0.466,-1.219,-0.689
2005-04-21,-2.913,-1.48,0.146,0.134,-0.563,-1.15,-0.893,-1.275,-0.745
2005-04-22,-2.768,-1.48,0.139,0.155,-0.362,-1.22,-0.644,-1.383,-0.741
2005-04-25,-2.83,-1.466,0.099,0.134,-0.329,-1.268,-0.689,-1.401,-0.74
2005-04-26,-2.817,-1.448,0.137,0.135,-0.37,-1.271,-0.657,-1.429,-0.731
2005-04-27,-2.764,-1.406,0.16,0.098,-0.389,-1.227,-0.692,-1.345,-0.727
2005-04-28,-2.527,-1.358,0.197,0.084,-0.306,-1.144,-0.53,-1.296,-0.701
2005-04-29,-2.562,-1.341,0.157,0.097,-0.364,-1.111,-0.643,-1.226,-0.693
2005-05-02,-2.671,-1.324,0.14,0.063,-0.376,-1.174,-0.694,-1.268,-0.709
2005-05-03,-2.772,-1.323,0.131,0.05,-0.348,-1.282,-0.718,-1.322,-0.732
2005-05-04,-2.892,-1.371,0.08,0.087,-0.379,-1.309,-0.801,-1.344,-0.747
2005-05-05,-2.838,-1.376,0.073,0.085,-0.316,-1.304,-0.722,-1.346,-0.77
2005-05-06,-3.089,-1.346,0.035,0.019,-0.413,-1.384,-0.847,-1.435,-0.807
2005-05-09,-3.067,-1.358,0.026,0.013,-0.341,-1.407,-0.825,-1.427,-0.815
2005-05-10,-2.709,-1.285,0.084,0.026,-0.203,-1.331,-0.708,-1.221,-0.78
2005-05-11,-2.589,-1.224,0.077,0.004,-0.199,-1.247,-0.705,-1.14,-0.744
2005-05-12,-2.7,-1.214,0.099,-0.058,-0.331,-1.196,-0.638,-1.314,-0.748
2005-05-13,-2.623,-1.133,0.12,-0.102,-0.333,-1.175,-0.566,-1.332,-0.725
2005-05-16,-2.602,-1.09,0.119,-0.096,-0.382,-1.153,-0.644,-1.248,-0.71
2005-05-17,-2.606,-1.023,0.113,-0.117,-0.384,-1.195,-0.707,-1.213,-0.686
2005-05-18,-2.792,-1.018,0.055,-0.074,-0.436,-1.319,-0.822,-1.289,-0.681
2005-05-19,-3.12,-1.115,-0.008,-0.098,-0.476,-1.423,-0.907,-1.479,-0.734
2005-05-20,-3.23,-1.179,0.0,-0.15,-0.461,-1.44,-0.937,-1.549,-0.744
2005-05-23,-3.382,-1.171,-0.04,-0.137,-0.513,-1.521,-1.01,-1.637,-0.735
2005-05-24,-3.365,-1.181,-0.038,-0.131,-0.495,-1.52,-0.98,-1.654,-0.731
2005-05-25,-3.37,-1.237,-0.008,-0.124,-0.516,-1.485,-1.024,-1.596,-0.75
2005-05-26,-3.593,-1.313,-0.045,-0.163,-0.533,-1.539,-1.133,-1.698,-0.762
2005-05-27,-3.661,-1.367,-0.07,-0.131,-0.506,-1.587,-1.132,-1.749,-0.78
2005-05-31,-3.758,-1.456,-0.077,-0.217,-0.48,-1.528,-1.102,-1.859,-0.797
2005-06-01,-3.752,-1.439,-0.145,-0.253,-0.439,-1.476,-1.089,-1.889,-0.774
2005-06-02,-3.833,-1.504,-0.145,-0.208,-0.487,-1.489,-1.151,-1.899,-0.783
2005-06-03,-3.871,-1.557,-0.128,-0.207,-0.488,-1.491,-1.147,-1.916,-0.808
2005-06-06,-3.779,-1.537,-0.121,-0.173,-0.496,-1.452,-1.121,-1.877,-0.781
2005-06-07,-3.767,-1.504,-0.138,-0.168,-0.482,-1.475,-1.099,-1.918,-0.75
2005-06-08,-3.809,-1.492,-0.138,-0.211,-0.498,-1.47,-1.122,-1.935,-0.752
2005-06-09,-3.814,-1.49,-0.131,-0.214,-0.527,-1.452,-1.176,-1.9,-0.738
2005-06-10,-4.006,-1.53,-0.162,-0.255,-0.55,-1.509,-1.231,-2.017,-0.758
2005-06-13,-4.087,-1.622,-0.18,-0.261,-0.55,-1.474,-1.21,-2.042,-0.835
2005-06-14,-4.176,-1.648,-0.196,-0.289,-0.554,-1.489,-1.24,-2.087,-0.849
2005-06-15,-4.192,-1.686,-0.207,-0.244,-0.583,-1.472,-1.301,-2.047,-0.844
2005-06-16,-4.138,-1.66,-0.231,-0.217,-0.522,-1.508,-1.276,-2.035,-0.827
2005-06-17,-3.985,-1.68,-0.264,-0.159,-0.344,-1.538,-1.291,-1.85,-0.844
2005-06-20,-4.2,-1.691,-0.253,-0.209,-0.521,-1.526,-1.355,-1.99,-0.855
2005-06-21,-4.171,-1.655,-0.256,-0.183,-0.542,-1.535,-1.362,-1.973,-0.836
2005-06-22,-4.1,-1.615,-0.267,-0.218,-0.48,-1.52,-1.278,-2.003,-0.819
2005-06-23,-4.136,-1.63,-0.247,-0.231,-0.518,-1.51,-1.249,-2.071,-0.816
2005-06-24,-4.012,-1.592,-0.2,-0.221,-0.501,-1.498,-1.183,-2.017,-0.812
2005-06-27,-3.998,-1.582,-0.161,-0.206,-0.542,-1.507,-1.224,-1.965,-0.809
2005-06-28,-4.14,-1.63,-0.219,-0.264,-0.534,-1.493,-1.263,-2.049,-0.828
2005-06-29,-4.17,-1.655,-0.228,-0.263,-0.535,-1.489,-1.249,-2.083,-0.838
2005-06-30,-4.049,-1.666,-0.029,-0.275,-0.577,-1.502,-1.231,-1.967,-0.851
2005-07-01,-4.209,-1.711,-0.06,-0.364,-0.552,-1.522,-1.234,-2.098,-0.877
2005-07-05,-4.203,-1.771,-0.079,-0.395,-0.49,-1.468,-1.235,-2.065,-0.903
2005-07-06,-4.123,-1.724,-0.068,-0.392,-0.503,-1.436,-1.162,-2.075,-0.886
2005-07-07,-3.897,-1.685,-0.034,-0.381,-0.521,-1.276,-1.142,-1.885,-0.87
2005-07-08,-4.245,-1.749,-0.095,-0.389,-0.556,-1.456,-1.314,-2.029,-0.902
2005-07-11,-4.313,-1.787,-0.14,-0.33,-0.567,-1.489,-1.31,-2.101,-0.902
2005-07-12,-4.384,-1.846,-0.143,-0.263,-0.613,-1.519,-1.373,-2.066,-0.945
2005-07-13,-4.44,-1.862,-0.153,-0.339,-0.545,-1.541,-1.357,-2.122,-0.961
2005-07-14,-4.619,-1.903,-0.186,-0.363,-0.571,-1.596,-1.43,-2.216,-0.973
2005-07-15,-4.655,-1.905,-0.181,-0.371,-0.569,-1.629,-1.466,-2.226,-0.963
2005-07-18,-4.686,-1.934,-0.16,-0.37,-0.592,-1.63,-1.46,-2.241,-0.985
2005-07-19,-4.66,-1.9,-0.188,-0.393,-0.551,-1.628,-1.463,-2.235,-0.962
2005-07-20,-4.592,-1.894,-0.171,-0.344,-0.533,-1.65,-1.48,-2.159,-0.953
2005-07-21,-4.512,-1.938,-0.178,-0.302,-0.569,-1.525,-1.444,-2.087,-0.981
2005-07-22,-4.501,-1.892,-0.182,-0.356,-0.517,-1.554,-1.44,-2.105,-0.956
2005-07-25,-4.547,-1.916,-0.19,-0.354,-0.54,-1.547,-1.438,-2.153,-0.956
2005-07-26,-4.573,-1.902,-0.19,-0.385,-0.539,-1.557,-1.471,-2.157,-0.945
2005-07-27,-4.698,-1.921,-0.221,-0.363,-0.556,-1.637,-1.533,-2.206,-0.959
2005-07-28,-4.724,-1.917,-0.25,-0.321,-0.556,-1.68,-1.533,-2.229,-0.962
2005-07-29,-4.722,-1.971,-0.231,-0.326,-0.589,-1.605,-1.486,-2.249,-0.987
2005-08-01,-4.598,-1.959,-0.241,-0.29,-0.554,-1.554,-1.427,-2.176,-0.995
2005-08-02,-4.678,-1.968,-0.277,-0.273,-0.561,-1.599,-1.481,-2.186,-1.011
2005-08-03,-4.582,-1.963,-0.281,-0.203,-0.541,-1.594,-1.453,-2.126,-1.003
2005-08-04,-4.475,-1.974,-0.229,-0.19,-0.54,-1.542,-1.396,-2.069,-1.01
2005-08-05,-4.473,-1.994,-0.18,-0.209,-0.562,-1.528,-1.42,-2.025,-1.028
2005-08-08,-4.424,-1.966,-0.186,-0.216,-0.575,-1.481,-1.398,-2.01,-1.016
2005-08-09,-4.473,-1.944,-0.235,-0.209,-0.526,-1.559,-1.405,-2.071,-0.997
2005-08-10,-4.528,-1.947,-0.275,-0.178,-0.577,-1.551,-1.426,-2.09,-1.012
2005-08-11,-4.363,-1.91,-0.309,-0.104,-0.559,-1.481,-1.414,-1.989,-0.96
2005-08-12,-4.335,-1.892,-0.284,-0.106,-0.583,-1.47,-1.388,-1.994,-0.953
2005-08-15,-4.411,-1.926,-0.287,-0.143,-0.563,-1.492,-1.422,-2.011,-0.978
2005-08-16,-4.314,-1.896,-0.255,-0.135,-0.573,-1.455,-1.353,-2.01,-0.951
2005-08-17,-4.358,-1.912,-0.243,-0.192,-0.616,-1.395,-1.409,-1.993,-0.956
2005-08-18,-4.37,-1.888,-0.234,-0.232,-0.601,-1.415,-1.387,-2.048,-0.935
2005-08-19,-4.476,-1.896,-0.247,-0.255,-0.605,-1.473,-1.401,-2.156,-0.919
2005-08-22,-4.411,-1.897,-0.276,-0.222,-0.653,-1.363,-1.422,-2.067,-0.922
2005-08-23,-4.345,-1.894,-0.255,-0.219,-0.626,-1.351,-1.409,-2.017,-0.919
2005-08-24,-4.248,-1.887,-0.228,-0.212,-0.639,-1.282,-1.376,-1.963,-0.909
2005-08-25,-4.212,-1.856,-0.207,-0.186,-0.619,-1.344,-1.364,-1.949,-0.899
2005-08-26,-4.27,-1.9,-0.209,-0.201,-0.643,-1.317,-1.384,-1.976,-0.91
2005-08-29,-4.289,-1.889,-0.211,-0.234,-0.639,-1.316,-1.409,-1.977,-0.903
2005-08-30,-4.137,-1.842,-0.221,-0.266,-0.543,-1.265,-1.269,-1.989,-0.879
2005-08-31,-3.774,-1.67,-0.259,-0.208,-0.337,-1.3,-1.032,-1.986,-0.756
2005-09-01,-3.363,-1.643,-0.295,-0.113,-0.079,-1.233,-0.678,-1.922,-0.763
2005-09-02,-3.74,-1.68,-0.299,-0.094,-0.43,-1.237,-1.183,-1.775,-0.782
2005-09-06,-3.873,-1.719,-0.359,-0.119,-0.365,-1.311,-1.196,-1.885,-0.792
2005-09-07,-4.083,-1.724,-0.373,-0.139,-0.532,-1.315,-1.411,-1.866,-0.806
2005-09-08,-3.889,-1.732,-0.35,-0.142,-0.392,-1.273,-1.259,-1.818,-0.812
2005-09-09,-4.224,-1.745,-0.399,-0.122,-0.557,-1.401,-1.285,-2.115,-0.824
2005-09-12,-4.484,-1.808,-0.427,-0.17,-0.618,-1.461,-1.404,-2.241,-0.839
2005-09-13,-4.347,-1.77,-0.389,-0.196,-0.566,-1.426,-1.296,-2.22,-0.831
2005-09-14,-4.327,-1.796,-0.379,-0.171,-0.57,-1.411,-1.266,-2.214,-0.847
2005-09-15,-4.374,-1.814,-0.4,-0.185,-0.586,-1.389,-1.279,-2.24,-0.855
2005-09-16,-4.629,-1.83,-0.43,-0.181,-0.744,-1.444,-1.501,-2.254,-0.874
2005-09-19,-4.343,-1.812,-0.408,-0.194,-0.565,-1.364,-1.211,-2.286,-0.846
2005-09-20,-4.614,-1.775,-0.413,-0.214,-0.826,-1.386,-1.476,-2.297,-0.841
2005-09-21,-4.215,-1.74,-0.381,-0.15,-0.596,-1.348,-1.15,-2.243,-0.822
2005-09-22,-4.3,-1.724,-0.376,-0.201,-0.637,-1.362,-1.225,-2.247,-0.828
2005-09-23,-4.474,-1.777,-0.383,-0.26,-0.688,-1.366,-1.309,-2.322,-0.843
2005-09-26,-4.485,-1.822,-0.437,-0.231,-0.654,-1.341,-1.251,-2.389,-0.845
2005-09-27,-4.563,-1.812,-0.416,-0.278,-0.697,-1.36,-1.284,-2.42,-0.859
2005-09-28,-4.371,-1.793,-0.451,-0.245,-0.533,-1.349,-1.285,-2.249,-0.837
2005-09-29,-4.378,-1.84,-0.49,-0.234,-0.423,-1.391,-1.237,-2.273,-0.868
2005-09-30,-4.346,-1.804,-0.287,-0.272,-0.626,-1.357,-1.213,-2.291,-0.842
2005-10-03,-4.198,-1.853,-0.282,-0.314,-0.404,-1.345,-1.192,-2.144,-0.862
2005-10-04,-4.345,-1.818,-0.284,-0.313,-0.586,-1.344,-1.096,-2.404,-0.845
2005-10-05,-4.168,-1.801,-0.207,-0.295,-0.593,-1.272,-1.028,-2.312,-0.828
2005-10-06,-3.835,-1.729,-0.118,-0.184,-0.611,-1.193,-0.957,-2.111,-0.767
2005-10-07,-3.975,-1.738,-0.101,-0.21,-0.645,-1.281,-1.02,-2.185,-0.77
2005-10-10,-3.678,-1.711,-0.089,-0.23,-0.412,-1.236,-0.95,-1.958,-0.77
2005-10-11,-3.675,-1.719,-0.127,-0.254,-0.378,-1.197,-0.902,-2.006,-0.767
2005-10-12,-3.68,-1.668,-0.078,-0.252,-0.568,-1.114,-0.844,-2.08,-0.756
2005-10-13,-3.489,-1.645,-0.047,-0.252,-0.515,-1.03,-0.789,-1.967,-0.733
2005-10-14,-3.388,-1.616,-0.065,-0.237,-0.343,-1.127,-0.906,-1.761,-0.721
2005-10-17,-3.668,-1.685,-0.073,-0.253,-0.518,-1.139,-0.894,-2.054,-0.72
2005-10-18,-3.498,-1.729,-0.033,-0.288,-0.313,-1.135,-0.866,-1.892,-0.74
2005-10-19,-3.672,-1.681,-0.003,-0.297,-0.513,-1.178,-0.993,-1.926,-0.753
2005-10-20,-3.368,-1.685,0.02,-0.283,-0.322,-1.098,-0.872,-1.741,-0.755
2005-10-21,-3.34,-1.656,0.023,-0.293,-0.293,-1.121,-0.862,-1.755,-0.723
2005-10-24,-3.544,-1.695,-0.036,-0.278,-0.331,-1.204,-0.996,-1.792,-0.756
2005-10-25,-3.585,-1.749,-0.046,-0.203,-0.355,-1.232,-0.976,-1.838,-0.771
2005-10-26,-3.65,-1.746,-0.058,-0.229,-0.382,-1.235,-0.956,-1.898,-0.796
2005-10-27,-3.352,-1.67,-0.004,-0.183,-0.355,-1.14,-0.85,-1.732,-0.77
2005-10-28,-3.501,-1.691,-0.042,-0.21,-0.344,-1.214,-0.98,-1.739,-0.782
2005-10-31,-3.545,-1.642,-0.138,-0.273,-0.293,-1.199,-0.915,-1.866,-0.764
2005-11-01,-3.653,-1.659,-0.163,-0.291,-0.322,-1.218,-0.959,-1.908,-0.786
2005-11-02,-3.738,-1.667,-0.204,-0.245,-0.338,-1.284,-0.989,-1.961,-0.788
2005-11-03,-3.798,-1.683,-0.251,-0.297,-0.272,-1.295,-1.005,-2.009,-0.784
2005-11-04,-3.839,-1.67,-0.269,-0.367,-0.263,-1.27,-0.969,-2.098,-0.772
2005-11-07,-3.805,-1.641,-0.278,-0.346,-0.286,-1.254,-1.024,-2.019,-0.762
2005-11-08,-3.747,-1.617,-0.266,-0.351,-0.271,-1.242,-0.969,-2.031,-0.747
2005-11-09,-3.84,-1.646,-0.272,-0.328,-0.339,-1.255,-0.988,-2.088,-0.764
2005-11-10,-3.845,-1.587,-0.296,-0.354,-0.309,-1.299,-1.054,-2.059,-0.732
2005-11-11,-3.905,-1.584,-0.335,-0.332,-0.274,-1.38,-1.052,-2.124,-0.729
2005-11-14,-3.953,-1.606,-0.327,-0.358,-0.325,-1.337,-1.063,-2.131,-0.759
2005-11-15,-3.889,-1.579,-0.306,-0.352,-0.306,-1.346,-1.032,-2.113,-0.744
2005-11-16,-3.783,-1.52,-0.304,-0.348,-0.249,-1.362,-0.954,-2.107,-0.722
2005-11-17,-3.866,-1.512,-0.369,-0.293,-0.29,-1.402,-1.014,-2.133,-0.719
2005-11-18,-4.112,-1.566,-0.418,-0.281,-0.425,-1.422,-1.102,-2.274,-0.736
2005-11-21,-4.009,-1.533,-0.445,-0.279,-0.296,-1.456,-1.105,-2.18,-0.724
2005-11-22,-3.912,-1.512,-0.461,-0.235,-0.246,-1.458,-1.053,-2.15,-0.709
2005-11-23,-4.036,-1.545,-0.48,-0.237,-0.324,-1.45,-1.119,-2.18,-0.737
2005-11-25,-4.083,-1.535,-0.492,-0.267,-0.273,-1.516,-1.098,-2.243,-0.742
2005-11-28,-3.945,-1.521,-0.476,-0.201,-0.281,-1.466,-1.039,-2.18,-0.726
2005-11-29,-4.005,-1.559,-0.472,-0.233,-0.281,-1.46,-1.085,-2.174,-0.746
2005-11-30,-3.865,-1.494,-0.431,-0.248,-0.227,-1.465,-1.011,-2.139,-0.715
2005-12-01,-3.97,-1.476,-0.529,-0.239,-0.201,-1.525,-1.069,-2.192,-0.709
2005-12-02,-4.053,-1.495,-0.577,-0.24,-0.214,-1.527,-1.092,-2.254,-0.707
